      freq (eV)         Mostep         Lor-Dr      Bren-Borm
          2.700          0.023          0.074          0.000
          2.700          0.036          0.000          0.000
          2.710          1.809          0.025          0.026
          2.710          1.694          0.017          2.297
          2.710          0.015          1.768          1.861
          2.710          0.642          1.941          0.291
          2.710          0.023          0.074          0.000
          2.710          0.036          0.000          0.000
          2.720          1.858          0.024          0.026
          2.720          1.712          0.017          2.319
          2.720          0.015          1.801          1.890
          2.720          0.645          1.958          0.296
          2.720          0.024          0.074          0.000
          2.720          0.037          0.000          0.000
          2.730          1.907          0.024          0.025
          2.730          1.731          0.016          2.341
          2.730          0.015          1.834          1.918
          2.730          0.648          1.975          0.300
          2.730          0.024          0.075          0.000
          2.730          0.037          0.000          0.000
          2.740          1.957          0.024          0.025
          2.740          1.750          0.016          2.360
          2.740          0.016          1.867          1.947
          2.740          0.651          1.993          0.305
          2.740          0.024          0.075          0.000
          2.740          0.037          0.000          0.000
          2.750          2.009          0.024          0.024
          2.750          1.770          0.016          2.378
          2.750          0.016          1.899          1.976
          2.750          0.654          2.010          0.310
          2.750          0.024          0.075          0.000
          2.750          0.037          0.000          0.000
          2.760          2.060          0.023          0.024
          2.760          1.789          0.016          2.394
          2.760          0.016          1.931          2.005
          2.760          0.657          2.028          0.315
          2.760          0.024          0.076          0.000
          2.760          0.037          0.000          0.000
          2.770          2.113          0.023          0.023
          2.770          1.809          0.016          2.408
          2.770          0.016          1.962          2.035
          2.770          0.660          2.046          0.320
          2.770          0.024          0.076          0.000
          2.770          0.037          0.000          0.000
          2.780          2.166          0.023          0.023
          2.780          1.829          0.015          2.421
          2.780          0.016          1.992          2.064
          2.780          0.663          2.064          0.326
          2.780          0.024          0.076          0.000
          2.780          0.037          0.000          0.000
          2.790          2.220          0.023          0.023
          2.790          1.849          0.015          2.432
          2.790          0.016          2.021          2.094
          2.790          0.666          2.082          0.331
          2.790          0.024          0.077          0.000
          2.790          0.038          0.000          0.000
          2.800          2.274          0.022          0.022
          2.800          1.870          0.015          2.441
          2.800          0.016          2.048          2.124
          2.800          0.669          2.101          0.336
          2.800          0.024          0.077          0.000
          2.800          0.038          0.000          0.000
          2.810          2.328          0.022          0.022
          2.810          1.891          0.015          2.448
          2.810          0.016          2.075          2.154
          2.810          0.672          2.119          0.342
          2.810          0.024          0.077          0.000
          2.810          0.038          0.000          0.000
          2.820          2.382          0.022          0.021
          2.820          1.912          0.015          2.453
          2.820          0.017          2.100          2.184
          2.820          0.675          2.138          0.347
          2.820          0.025          0.078          0.000
          2.820          0.038          0.000          0.000
          2.830          2.436          0.022          0.021
          2.830          1.933          0.015          2.456
          2.830          0.017          2.124          2.215
          2.830          0.678          2.157          0.353
          2.830          0.025          0.078          0.000
          2.830          0.038          0.000          0.000
          2.840          2.490          0.021          0.021
          2.840          1.954          0.014          2.458
          2.840          0.017          2.146          2.245
          2.840          0.681          2.175          0.358
          2.840          0.025          0.078          0.000
          2.840          0.038          0.000          0.000
          2.850          2.543          0.021          0.020
          2.850          1.976          0.014          2.457
          2.850          0.017          2.166          2.276
          2.850          0.684          2.195          0.364
          2.850          0.025          0.079          0.000
          2.850          0.038          0.000          0.000
          2.860          2.595          0.021          0.020
          2.860          1.998          0.014          2.455
          2.860          0.017          2.184          2.307
          2.860          0.687          2.214          0.370
          2.860          0.025          0.079          0.000
          2.860          0.039          0.000          0.000
          2.870          2.646          0.021          0.019
          2.870          2.021          0.014          2.450
          2.870          0.017          2.201          2.338
          2.870          0.690          2.233          0.376
          2.870          0.025          0.079          0.000
          2.870          0.039          0.000          0.000
          2.880          2.696          0.020          0.019
          2.880          2.043          0.014          2.444
          2.880          0.018          2.215          2.369
          2.880          0.694          2.253          0.382
          2.880          0.025          0.080          0.000
          2.880          0.039          0.000          0.000
          2.890          2.744          0.020          0.019
          2.890          2.066          0.014          2.436
          2.890          0.018          2.227          2.400
          2.890          0.697          2.273          0.388
          2.890          0.025          0.080          0.000
          2.890          0.039          0.000          0.000
          2.900          2.790          0.020          0.019
          2.900          2.090          0.013          2.426
          2.900          0.018          2.237          2.431
          2.900          0.700          2.292          0.394
          2.900          0.025          0.080          0.000
          2.900          0.039          0.000          0.000
          2.910          2.835          0.020          0.018
          2.910          2.113          0.013          2.414
          2.910          0.018          2.245          2.463
          2.910          0.703          2.312          0.400
          2.910          0.025          0.081          0.000
          2.910          0.039          0.000          0.000
          2.920          2.877          0.020          0.018
          2.920          2.137          0.013          2.400
          2.920          0.018          2.250          2.494
          2.920          0.706          2.333          0.407
          2.920          0.026          0.081          0.000
          2.920          0.039          0.000          0.000
          2.930          2.916          0.019          0.018
          2.930          2.161          0.013          2.385
          2.930          0.018          2.253          2.526
          2.930          0.709          2.353          0.413
          2.930          0.026          0.081          0.000
          2.930          0.040          0.000          0.000
          2.940          2.952          0.019          0.017
          2.940          2.186          0.013          2.368
          2.940          0.018          2.253          2.557
          2.940          0.712          2.373          0.419
          2.940          0.026          0.082          0.000
          2.940          0.040          0.000          0.000
          2.950          2.985          0.019          0.017
          2.950          2.210          0.013          2.349
          2.950          0.019          2.251          2.589
          2.950          0.716          2.394          0.426
          2.950          0.026          0.082          0.000
          2.950          0.040          0.000          0.000
          2.960          3.015          0.019          0.017
          2.960          2.235          0.013          2.328
          2.960          0.019          2.247          2.621
          2.960          0.719          2.415          0.433
          2.960          0.026          0.082          0.000
          2.960          0.040          0.000          0.000
          2.970          3.041          0.019          0.017
          2.970          2.260          0.012          2.306
          2.970          0.019          2.241          2.653
          2.970          0.722          2.436          0.439
          2.970          0.026          0.083          0.000
          2.970          0.040          0.000          0.000
          2.980          3.063          0.018          0.016
          2.980          2.286          0.012          2.282
          2.980          0.019          2.232          2.685
          2.980          0.725          2.457          0.446
          2.980          0.026          0.083          0.000
          2.980          0.040          0.000          0.000
          2.990          3.082          0.018          0.016
          2.990          2.312          0.012          2.257
          2.990          0.019          2.220          2.716
          2.990          0.728          2.478          0.453
          2.990          0.026          0.083          0.000
          2.990          0.040          0.000          0.000
          3.000          3.096          0.018          0.016
          3.000          2.338          0.012          2.231
          3.000          0.019          2.207          2.748
          3.000          0.731          2.499          0.460
          3.000          0.026          0.084          0.000
          3.000          0.041          0.000          0.000
          3.010          3.105          0.018          0.016
          3.010          2.365          0.012          2.203
          3.010          0.020          2.192          2.780
          3.010          0.735          2.521          0.467
          3.010          0.027          0.084          0.000
          3.010          0.041          0.000          0.000
          3.020          3.111          0.018          0.015
          3.020          2.391          0.012          2.173
          3.020          0.020          2.174          2.812
          3.020          0.738          2.543          0.474
          3.020          0.027          0.084          0.000
          3.020          0.041          0.000          0.000
          3.030          3.111          0.017          0.015
          3.030          2.419          0.012          2.143
          3.030          0.020          2.155          2.844
          3.030          0.741          2.564          0.482
          3.030          0.027          0.085          0.000
          3.030          0.041          0.000          0.000
          3.040          3.108          0.017          0.015
          3.040          2.446          0.012          2.111
          3.040          0.020          2.133          2.877
          3.040          0.744          2.586          0.489
          3.040          0.027          0.085          0.000
          3.040          0.041          0.000          0.000
          3.050          3.100          0.017          0.015
          3.050          2.474          0.011          2.078
          3.050          0.020          2.111          2.909
          3.050          0.748          2.609          0.497
          3.050          0.027          0.085          0.000
          3.050          0.041          0.000          0.000
          3.060          3.088          0.017          0.014
          3.060          2.502          0.011          2.044
          3.060          0.021          2.086          2.941
          3.060          0.751          2.631          0.504
          3.060          0.027          0.086          0.000
          3.060          0.041          0.000          0.000
          3.070          3.071          0.017          0.014
          3.070          2.530          0.011          2.009
          3.070          0.021          2.060          2.973
          3.070          0.754          2.653          0.512
          3.070          0.027          0.086          0.000
          3.070          0.042          0.000          0.000
          3.080          3.050          0.017          0.014
          3.080          2.559          0.011          1.973
          3.080          0.021          2.033          3.004
          3.080          0.757          2.676          0.520
          3.080          0.027          0.086          0.000
          3.080          0.042          0.000          0.000
          3.090          3.026          0.016          0.014
          3.090          2.588          0.011          1.936
          3.090          0.021          2.004          3.036
          3.090          0.761          2.698          0.527
          3.090          0.027          0.087          0.000
          3.090          0.042          0.000          0.000
          3.100          2.997          0.016          0.014
          3.100          2.617          0.011          1.898
          3.100          0.021          1.975          3.068
          3.100          0.764          2.721          0.535
          3.100          0.027          0.087          0.000
          3.100          0.042          0.000          0.000
          3.110          2.966          0.016          0.014
          3.110          2.647          0.011          1.860
          3.110          0.022          1.945          3.100
          3.110          0.767          2.744          0.543
          3.110          0.028          0.087          0.000
          3.110          0.042          0.000          0.000
          3.120          2.931          0.016          0.013
          3.120          2.677          0.011          1.821
          3.120          0.022          1.913          3.132
          3.120          0.770          2.767          0.552
          3.120          0.028          0.088          0.000
          3.120          0.042          0.000          0.000
          3.130          2.892          0.016          0.013
          3.130          2.708          0.010          1.781
          3.130          0.022          1.881          3.163
          3.130          0.774          2.790          0.560
          3.130          0.028          0.088          0.000
          3.130          0.042          0.000          0.000
          3.140          2.851          0.016          0.013
          3.140          2.738          0.010          1.741
          3.140          0.022          1.849          3.195
          3.140          0.777          2.813          0.568
          3.140          0.028          0.088          0.000
          3.140          0.043          0.000          0.000
          3.150          2.808          0.016          0.013
          3.150          2.769          0.010          1.701
          3.150          0.022          1.816          3.226
          3.150          0.780          2.837          0.577
          3.150          0.028          0.089          0.000
          3.150          0.043          0.000          0.000
          3.160          2.762          0.015          0.013
          3.160          2.800          0.010          1.660
          3.160          0.023          1.783          3.258
          3.160          0.784          2.860          0.585
          3.160          0.028          0.089          0.000
          3.160          0.043          0.000          0.000
          3.170          2.715          0.015          0.013
          3.170          2.832          0.010          1.619
          3.170          0.023          1.749          3.289
          3.170          0.787          2.884          0.594
          3.170          0.028          0.089          0.000
          3.170          0.043          0.000          0.000
          3.180          2.666          0.015          0.012
          3.180          2.864          0.010          1.578
          3.180          0.023          1.715          3.320
          3.180          0.790          2.908          0.603
          3.180          0.028          0.090          0.000
          3.180          0.043          0.000          0.000
          3.190          2.615          0.015          0.012
          3.190          2.896          0.010          1.537
          3.190          0.023          1.682          3.351
          3.190          0.794          2.932          0.611
          3.190          0.028          0.090          0.000
          3.190          0.043          0.000          0.000
          3.200          2.563          0.015          0.012
          3.200          2.929          0.010          1.496
          3.200          0.023          1.648          3.382
          3.200          0.797          2.956          0.620
          3.200          0.029          0.090          0.000
          3.200          0.043          0.000          0.000
          3.210          2.511          0.015          0.012
          3.210          2.962          0.010          1.454
          3.210          0.024          1.614          3.413
          3.210          0.801          2.980          0.629
          3.210          0.029          0.091          0.000
          3.210          0.044          0.000          0.000
          3.220          2.458          0.015          0.012
          3.220          2.995          0.010          1.413
          3.220          0.024          1.581          3.443
          3.220          0.804          3.004          0.639
          3.220          0.029          0.091          0.000
          3.220          0.044          0.000          0.000
          3.230          2.404          0.014          0.012
          3.230          3.028          0.009          1.372
          3.230          0.024          1.547          3.473
          3.230          0.807          3.028          0.648
          3.230          0.029          0.092          0.000
          3.230          0.044          0.000          0.000
          3.240          2.350          0.014          0.011
          3.240          3.062          0.009          1.331
          3.240          0.024          1.514          3.503
          3.240          0.811          3.053          0.657
          3.240          0.029          0.092          0.000
          3.240          0.044          0.000          0.000
          3.250          2.296          0.014          0.011
          3.250          3.096          0.009          1.290
          3.250          0.025          1.482          3.533
          3.250          0.814          3.077          0.667
          3.250          0.029          0.092          0.000
          3.250          0.044          0.000          0.000
          3.260          2.242          0.014          0.011
          3.260          3.131          0.009          1.250
          3.260          0.025          1.449          3.563
          3.260          0.818          3.102          0.676
          3.260          0.029          0.093          0.000
          3.260          0.044          0.000          0.000
          3.270          2.188          0.014          0.011
          3.270          3.166          0.009          1.210
          3.270          0.025          1.417          3.593
          3.270          0.821          3.126          0.686
          3.270          0.029          0.093          0.000
          3.270          0.044          0.000          0.000
          3.280          2.135          0.014          0.011
          3.280          3.201          0.009          1.170
          3.280          0.025          1.386          3.622
          3.280          0.824          3.151          0.696
          3.280          0.029          0.093          0.000
          3.280          0.045          0.000          0.000
          3.290          2.082          0.014          0.011
          3.290          3.236          0.009          1.131
          3.290          0.026          1.355          3.651
          3.290          0.828          3.176          0.706
          3.290          0.030          0.094          0.000
          3.290          0.045          0.000          0.000
          3.300          2.030          0.013          0.011
          3.300          3.271          0.009          1.092
          3.300          0.026          1.325          3.680
          3.300          0.831          3.201          0.716
          3.300          0.030          0.094          0.000
          3.300          0.045          0.000          0.000
          3.310          1.979          0.013          0.011
          3.310          3.307          0.009          1.054
          3.310          0.026          1.295          3.708
          3.310          0.835          3.225          0.726
          3.310          0.030          0.094          0.000
          3.310          0.045          0.000          0.000
          3.320          1.928          0.013          0.010
          3.320          3.343          0.009          1.017
          3.320          0.026          1.265          3.737
          3.320          0.838          3.250          0.736
          3.320          0.030          0.095          0.000
          3.320          0.045          0.000          0.000
          3.330          1.878          0.013          0.010
          3.330          3.380          0.009          0.980
          3.330          0.027          1.237          3.765
          3.330          0.842          3.275          0.747
          3.330          0.030          0.095          0.000
          3.330          0.045          0.000          0.000
          3.340          1.830          0.013          0.010
          3.340          3.416          0.008          0.943
          3.340          0.027          1.208          3.793
          3.340          0.845          3.300          0.757
          3.340          0.030          0.095          0.000
          3.340          0.046          0.000          0.000
          3.350          1.782          0.013          0.010
          3.350          3.453          0.008          0.908
          3.350          0.027          1.181          3.820
          3.350          0.849          3.325          0.768
          3.350          0.030          0.096          0.000
          3.350          0.046          0.000          0.000
          3.360          1.735          0.013          0.010
          3.360          3.490          0.008          0.873
          3.360          0.027          1.154          3.847
          3.360          0.852          3.351          0.778
          3.360          0.030          0.096          0.000
          3.360          0.046          0.000          0.000
          3.370          1.689          0.013          0.010
          3.370          3.528          0.008          0.839
          3.370          0.028          1.127          3.874
          3.370          0.856          3.376          0.789
          3.370          0.030          0.097          0.000
          3.370          0.046          0.000          0.000
          3.380          1.645          0.013          0.010
          3.380          3.565          0.008          0.805
          3.380          0.028          1.101          3.901
          3.380          0.859          3.401          0.800
          3.380          0.031          0.097          0.000
          3.380          0.046          0.000          0.000
          3.390          1.601          0.012          0.010
          3.390          3.603          0.008          0.772
          3.390          0.028          1.076          3.927
          3.390          0.863          3.426          0.811
          3.390          0.031          0.097          0.000
          3.390          0.046          0.000          0.000
          3.400          1.559          0.012          0.010
          3.400          3.641          0.008          0.741
          3.400          0.029          1.052          3.953
          3.400          0.866          3.451          0.822
          3.400          0.031          0.098          0.000
          3.400          0.046          0.000          0.000
          3.410          1.518          0.012          0.009
          3.410          3.679          0.008          0.710
          3.410          0.029          1.028          3.978
          3.410          0.870          3.476          0.834
          3.410          0.031          0.098          0.000
          3.410          0.047          0.000          0.000
          3.420          1.478          0.012          0.009
          3.420          3.717          0.008          0.679
          3.420          0.029          1.004          4.003
          3.420          0.873          3.502          0.845
          3.420          0.031          0.098          0.000
          3.420          0.047          0.000          0.000
          3.430          1.438          0.012          0.009
          3.430          3.756          0.008          0.650
          3.430          0.029          0.981          4.028
          3.430          0.877          3.527          0.857
          3.430          0.031          0.099          0.000
          3.430          0.047          0.000          0.000
          3.440          1.401          0.012          0.009
          3.440          3.794          0.008          0.621
          3.440          0.030          0.959          4.052
          3.440          0.881          3.552          0.868
          3.440          0.031          0.099          0.000
          3.440          0.047          0.000          0.000
          3.450          1.364          0.012          0.009
          3.450          3.833          0.008          0.594
          3.450          0.030          0.937          4.076
          3.450          0.884          3.577          0.880
          3.450          0.031          0.099          0.000
          3.450          0.047          0.000          0.000
          3.460          1.328          0.012          0.009
          3.460          3.872          0.008          0.567
          3.460          0.030          0.916          4.100
          3.460          0.888          3.602          0.892
          3.460          0.031          0.100          0.000
          3.460          0.047          0.000          0.000
          3.470          1.293          0.012          0.009
          3.470          3.911          0.007          0.541
          3.470          0.031          0.895          4.123
          3.470          0.891          3.627          0.904
          3.470          0.032          0.100          0.000
          3.470          0.047          0.000          0.000
          3.480          1.259          0.011          0.009
          3.480          3.950          0.007          0.516
          3.480          0.031          0.875          4.146
          3.480          0.895          3.652          0.916
          3.480          0.032          0.101          0.000
          3.480          0.048          0.000          0.000
          3.490          1.227          0.011          0.009
          3.490          3.989          0.007          0.491
          3.490          0.031          0.856          4.168
          3.490          0.899          3.677          0.928
          3.490          0.032          0.101          0.000
          3.490          0.048          0.000          0.000
          3.500          1.195          0.011          0.009
          3.500          4.028          0.007          0.468
          3.500          0.032          0.837          4.190
          3.500          0.902          3.702          0.940
          3.500          0.032          0.101          0.000
          3.500          0.048          0.000          0.000
          3.510          1.164          0.011          0.009
          3.510          4.067          0.007          0.445
          3.510          0.032          0.818          4.212
          3.510          0.906          3.726          0.953
          3.510          0.032          0.102          0.000
          3.510          0.048          0.000          0.000
          3.520          1.134          0.011          0.008
          3.520          4.106          0.007          0.423
          3.520          0.032          0.800          4.233
          3.520          0.910          3.751          0.965
          3.520          0.032          0.102          0.000
          3.520          0.048          0.000          0.000
          3.530          1.105          0.011          0.008
          3.530          4.145          0.007          0.402
          3.530          0.033          0.782          4.254
          3.530          0.913          3.776          0.978
          3.530          0.032          0.102          0.000
          3.530          0.048          0.000          0.000
          3.540          1.077          0.011          0.008
          3.540          4.184          0.007          0.382
          3.540          0.033          0.765          4.274
          3.540          0.917          3.800          0.991
          3.540          0.032          0.103          0.000
          3.540          0.049          0.000          0.000
          3.550          1.050          0.011          0.008
          3.550          4.223          0.007          0.363
          3.550          0.033          0.749          4.294
          3.550          0.921          3.824          1.004
          3.550          0.032          0.103          0.000
          3.550          0.049          0.000          0.000
          3.560          1.024          0.011          0.008
          3.560          4.262          0.007          0.344
          3.560          0.034          0.732          4.313
          3.560          0.924          3.848          1.017
          3.560          0.033          0.104          0.000
          3.560          0.049          0.000          0.000
          3.570          0.998          0.011          0.008
          3.570          4.301          0.007          0.326
          3.570          0.034          0.717          4.331
          3.570          0.928          3.872          1.030
          3.570          0.033          0.104          0.000
          3.570          0.049          0.000          0.000
          3.580          0.974          0.011          0.008
          3.580          4.339          0.007          0.309
          3.580          0.035          0.701          4.350
          3.580          0.932          3.896          1.043
          3.580          0.033          0.104          0.000
          3.580          0.049          0.000          0.000
          3.590          0.950          0.010          0.008
          3.590          4.378          0.007          0.293
          3.590          0.035          0.686          4.367
          3.590          0.936          3.920          1.057
          3.590          0.033          0.105          0.000
          3.590          0.049          0.000          0.000
          3.600          0.926          0.010          0.008
          3.600          4.416          0.007          0.277
          3.600          0.035          0.672          4.385
          3.600          0.939          3.944          1.070
          3.600          0.033          0.105          0.000
          3.600          0.049          0.000          0.000
          3.610          0.904          0.010          0.008
          3.610          4.454          0.007          0.262
          3.610          0.036          0.658          4.401
          3.610          0.943          3.967          1.084
          3.610          0.033          0.105          0.000
          3.610          0.050          0.000          0.000
          3.620          0.882          0.010          0.008
          3.620          4.492          0.007          0.247
          3.620          0.036          0.644          4.418
          3.620          0.947          3.990          1.098
          3.620          0.033          0.106          0.000
          3.620          0.050          0.000          0.000
          3.630          0.861          0.010          0.008
          3.630          4.530          0.006          0.234
          3.630          0.036          0.630          4.433
          3.630          0.951          4.013          1.112
          3.630          0.033          0.106          0.000
          3.630          0.050          0.000          0.000
          3.640          0.840          0.010          0.008
          3.640          4.567          0.006          0.221
          3.640          0.037          0.617          4.448
          3.640          0.954          4.036          1.126
          3.640          0.034          0.107          0.000
          3.640          0.050          0.000          0.000
          3.650          0.821          0.010          0.008
          3.650          4.604          0.006          0.208
          3.650          0.037          0.605          4.463
          3.650          0.958          4.058          1.140
          3.650          0.034          0.107          0.000
          3.650          0.050          0.000          0.000
          3.660          0.801          0.010          0.007
          3.660          4.641          0.006          0.197
          3.660          0.038          0.592          4.477
          3.660          0.962          4.081          1.154
          3.660          0.034          0.107          0.000
          3.660          0.050          0.000          0.000
          3.670          0.783          0.010          0.007
          3.670          4.677          0.006          0.185
          3.670          0.038          0.580          4.491
          3.670          0.966          4.103          1.168
          3.670          0.034          0.108          0.000
          3.670          0.051          0.000          0.000
          3.680          0.765          0.010          0.007
          3.680          4.713          0.006          0.175
          3.680          0.039          0.569          4.503
          3.680          0.970          4.124          1.183
          3.680          0.034          0.108          0.000
          3.680          0.051          0.000          0.000
          3.690          0.747          0.010          0.007
          3.690          4.748          0.006          0.165
          3.690          0.039          0.557          4.516
          3.690          0.973          4.146          1.198
          3.690          0.034          0.109          0.000
          3.690          0.051          0.000          0.000
          3.700          0.730          0.010          0.007
          3.700          4.783          0.006          0.155
          3.700          0.039          0.546          4.528
          3.700          0.977          4.167          1.212
          3.700          0.034          0.109          0.000
          3.700          0.051          0.000          0.000
          3.710          0.714          0.009          0.007
          3.710          4.817          0.006          0.146
          3.710          0.040          0.535          4.539
          3.710          0.981          4.188          1.227
          3.710          0.034          0.109          0.000
          3.710          0.051          0.000          0.000
          3.720          0.698          0.009          0.007
          3.720          4.851          0.006          0.137
          3.720          0.040          0.525          4.550
          3.720          0.985          4.209          1.242
          3.720          0.034          0.110          0.000
          3.720          0.051          0.000          0.000
          3.730          0.682          0.009          0.007
          3.730          4.885          0.006          0.129
          3.730          0.041          0.514          4.560
          3.730          0.989          4.229          1.257
          3.730          0.035          0.110          0.000
          3.730          0.051          0.000          0.000
          3.740          0.667          0.009          0.007
          3.740          4.917          0.006          0.121
          3.740          0.041          0.504          4.569
          3.740          0.993          4.249          1.272
          3.740          0.035          0.111          0.000
          3.740          0.052          0.000          0.000
          3.750          0.652          0.009          0.007
          3.750          4.949          0.006          0.114
          3.750          0.042          0.495          4.578
          3.750          0.997          4.268          1.288
          3.750          0.035          0.111          0.000
          3.750          0.052          0.000          0.000
          3.760          0.638          0.009          0.007
          3.760          4.981          0.006          0.107
          3.760          0.042          0.485          4.586
          3.760          1.000          4.288          1.303
          3.760          0.035          0.111          0.000
          3.760          0.052          0.000          0.000
          3.770          0.624          0.009          0.007
          3.770          5.011          0.006          0.101
          3.770          0.043          0.476          4.594
          3.770          1.004          4.307          1.319
          3.770          0.035          0.112          0.000
          3.770          0.052          0.000          0.000
          3.780          0.611          0.009          0.007
          3.780          5.041          0.006          0.095
          3.780          0.043          0.467          4.601
          3.780          1.008          4.325          1.335
          3.780          0.035          0.112          0.000
          3.780          0.052          0.000          0.000
          3.790          0.598          0.009          0.007
          3.790          5.070          0.006          0.089
          3.790          0.044          0.458          4.608
          3.790          1.012          4.343          1.350
          3.790          0.035          0.113          0.000
          3.790          0.052          0.000          0.000
          3.800          0.585          0.009          0.007
          3.800          5.099          0.006          0.084
          3.800          0.044          0.450          4.614
          3.800          1.016          4.361          1.366
          3.800          0.035          0.113          0.000
          3.800          0.052          0.000          0.000
          3.810          0.573          0.009          0.007
          3.810          5.126          0.006          0.079
          3.810          0.045          0.441          4.619
          3.810          1.020          4.378          1.382
          3.810          0.036          0.113          0.000
          3.810          0.053          0.000          0.000
          3.820          0.561          0.009          0.006
          3.820          5.153          0.006          0.074
          3.820          0.045          0.433          4.624
          3.820          1.024          4.395          1.398
          3.820          0.036          0.114          0.000
          3.820          0.053          0.000          0.000
          3.830          0.550          0.009          0.006
          3.830          5.179          0.005          0.069
          3.830          0.046          0.425          4.628
          3.830          1.028          4.412          1.415
          3.830          0.036          0.114          0.000
          3.830          0.053          0.000          0.000
          3.840          0.539          0.008          0.006
          3.840          5.204          0.005          0.065
          3.840          0.047          0.417          4.631
          3.840          1.032          4.428          1.431
          3.840          0.036          0.115          0.000
          3.840          0.053          0.000          0.000
          3.850          0.528          0.008          0.006
          3.850          5.227          0.005          0.061
          3.850          0.047          0.410          4.634
          3.850          1.036          4.443          1.448
          3.850          0.036          0.115          0.000
          3.850          0.053          0.000          0.000
          3.860          0.517          0.008          0.006
          3.860          5.250          0.005          0.057
          3.860          0.048          0.403          4.637
          3.860          1.040          4.458          1.464
          3.860          0.036          0.115          0.000
          3.860          0.053          0.000          0.000
          3.870          0.507          0.008          0.006
          3.870          5.272          0.005          0.054
          3.870          0.048          0.395          4.638
          3.870          1.044          4.473          1.481
          3.870          0.036          0.116          0.000
          3.870          0.054          0.000          0.000
          3.880          0.497          0.008          0.006
          3.880          5.293          0.005          0.051
          3.880          0.049          0.388          4.639
          3.880          1.048          4.487          1.498
          3.880          0.036          0.116          0.000
          3.880          0.054          0.000          0.000
          3.890          0.487          0.008          0.006
          3.890          5.313          0.005          0.048
          3.890          0.050          0.381          4.640
          3.890          1.052          4.501          1.515
          3.890          0.037          0.117          0.000
          3.890          0.054          0.000          0.000
          3.900          0.477          0.008          0.006
          3.900          5.332          0.005          0.045
          3.900          0.050          0.375          4.639
          3.900          1.056          4.514          1.532
          3.900          0.037          0.117          0.000
          3.900          0.054          0.000          0.000
          3.910          0.468          0.008          0.006
          3.910          5.349          0.005          0.042
          3.910          0.051          0.368          4.639
          3.910          1.060          4.527          1.549
          3.910          0.037          0.117          0.000
          3.910          0.054          0.000          0.000
          3.920          0.459          0.008          0.006
          3.920          5.366          0.005          0.040
          3.920          0.051          0.362          4.637
          3.920          1.064          4.539          1.566
          3.920          0.037          0.118          0.000
          3.920          0.054          0.000          0.000
          3.930          0.450          0.008          0.006
          3.930          5.381          0.005          0.037
          3.930          0.052          0.356          4.635
          3.930          1.068          4.551          1.584
