      freq (eV)         Mostep         Lor-Dr      Bren-Borm
          1.450          0.005          0.157          0.123
          1.450          0.313          0.627          0.034
          1.450          0.012          0.037          0.000
          1.450          0.019          0.000          0.000
          1.460          0.148          0.174          0.935
          1.460          0.476          0.176          0.009
          1.460          0.005          0.159          0.126
          1.460          0.315          0.633          0.035
          1.460          0.012          0.038          0.000
          1.460          0.019          0.000          0.000
          1.470          0.150          0.170          0.908
          1.470          0.481          0.171          0.010
          1.470          0.005          0.161          0.129
          1.470          0.317          0.639          0.035
          1.470          0.012          0.038          0.000
          1.470          0.019          0.000          0.000
          1.480          0.152          0.166          0.882
          1.480          0.486          0.166          0.010
          1.480          0.005          0.164          0.133
          1.480          0.320          0.645          0.036
          1.480          0.012          0.038          0.000
          1.480          0.019          0.000          0.000
          1.490          0.154          0.163          0.857
          1.490          0.491          0.161          0.010
          1.490          0.006          0.166          0.136
          1.490          0.322          0.651          0.037
          1.490          0.012          0.038          0.000
          1.490          0.020          0.000          0.000
          1.500          0.156          0.159          0.833
          1.500          0.496          0.156          0.011
          1.500          0.006          0.169          0.140
          1.500          0.324          0.657          0.037
          1.500          0.012          0.039          0.000
          1.500          0.020          0.000          0.000
          1.510          0.159          0.156          0.809
          1.510          0.501          0.152          0.011
          1.510          0.006          0.171          0.143
          1.510          0.327          0.664          0.038
          1.510          0.012          0.039          0.000
          1.510          0.020          0.000          0.000
          1.520          0.161          0.152          0.786
          1.520          0.506          0.147          0.011
          1.520          0.006          0.174          0.147
          1.520          0.329          0.670          0.038
          1.520          0.013          0.039          0.000
          1.520          0.020          0.000          0.000
          1.530          0.163          0.149          0.763
          1.530          0.511          0.143          0.012
          1.530          0.006          0.176          0.151
          1.530          0.331          0.676          0.039
          1.530          0.013          0.039          0.000
          1.530          0.020          0.000          0.000
          1.540          0.166          0.146          0.741
          1.540          0.517          0.139          0.012
          1.540          0.006          0.179          0.155
          1.540          0.334          0.683          0.040
          1.540          0.013          0.040          0.000
          1.540          0.020          0.000          0.000
          1.550          0.168          0.143          0.720
          1.550          0.522          0.135          0.013
          1.550          0.006          0.182          0.159
          1.550          0.336          0.689          0.040
          1.550          0.013          0.040          0.000
          1.550          0.020          0.000          0.000
          1.560          0.171          0.140          0.699
          1.560          0.527          0.132          0.014
          1.560          0.006          0.185          0.163
          1.560          0.338          0.696          0.041
          1.560          0.013          0.040          0.000
          1.560          0.021          0.000          0.000
          1.570          0.173          0.137          0.679
          1.570          0.532          0.128          0.014
          1.570          0.006          0.187          0.167
          1.570          0.341          0.702          0.042
          1.570          0.013          0.041          0.000
          1.570          0.021          0.000          0.000
          1.580          0.176          0.134          0.659
          1.580          0.538          0.125          0.015
          1.580          0.006          0.190          0.171
          1.580          0.343          0.709          0.043
          1.580          0.013          0.041          0.000
          1.580          0.021          0.000          0.000
          1.590          0.179          0.132          0.640
          1.590          0.543          0.121          0.016
          1.590          0.006          0.193          0.176
          1.590          0.345          0.715          0.043
          1.590          0.013          0.041          0.000
          1.590          0.021          0.000          0.000
          1.600          0.181          0.129          0.621
          1.600          0.548          0.118          0.016
          1.600          0.006          0.196          0.180
          1.600          0.348          0.722          0.044
          1.600          0.013          0.041          0.000
          1.600          0.021          0.000          0.000
          1.610          0.184          0.126          0.603
          1.610          0.554          0.115          0.017
          1.610          0.006          0.199          0.185
          1.610          0.350          0.729          0.045
          1.610          0.013          0.042          0.000
          1.610          0.021          0.000          0.000
          1.620          0.187          0.124          0.585
          1.620          0.559          0.112          0.018
          1.620          0.006          0.202          0.190
          1.620          0.353          0.736          0.045
          1.620          0.013          0.042          0.000
          1.620          0.021          0.000          0.000
          1.630          0.190          0.121          0.568
          1.630          0.565          0.109          0.019
          1.630          0.006          0.206          0.195
          1.630          0.355          0.743          0.046
          1.630          0.013          0.042          0.000
          1.630          0.021          0.000          0.000
          1.640          0.193          0.119          0.551
          1.640          0.571          0.107          0.020
          1.640          0.006          0.209          0.199
          1.640          0.357          0.749          0.047
          1.640          0.014          0.042          0.000
          1.640          0.022          0.000          0.000
          1.650          0.196          0.117          0.535
          1.650          0.576          0.104          0.021
          1.650          0.006          0.212          0.205
          1.650          0.360          0.756          0.048
          1.650          0.014          0.043          0.000
          1.650          0.022          0.000          0.000
          1.660          0.199          0.115          0.519
          1.660          0.582          0.102          0.022
          1.660          0.006          0.215          0.210
          1.660          0.362          0.763          0.049
          1.660          0.014          0.043          0.000
          1.660          0.022          0.000          0.000
          1.670          0.202          0.112          0.504
          1.670          0.588          0.099          0.023
          1.670          0.006          0.219          0.215
          1.670          0.364          0.770          0.049
          1.670          0.014          0.043          0.000
          1.670          0.022          0.000          0.000
          1.680          0.205          0.110          0.489
          1.680          0.594          0.097          0.025
          1.680          0.007          0.222          0.221
          1.680          0.367          0.777          0.050
          1.680          0.014          0.044          0.000
          1.680          0.022          0.000          0.000
          1.690          0.208          0.108          0.474
          1.690          0.600          0.094          0.026
          1.690          0.007          0.226          0.226
          1.690          0.369          0.785          0.051
          1.690          0.014          0.044          0.000
          1.690          0.022          0.000          0.000
          1.700          0.212          0.106          0.460
          1.700          0.606          0.092          0.028
          1.700          0.007          0.230          0.232
          1.700          0.372          0.792          0.052
          1.700          0.014          0.044          0.000
          1.700          0.022          0.000          0.000
          1.710          0.215          0.104          0.446
          1.710          0.612          0.090          0.029
          1.710          0.007          0.233          0.238
          1.710          0.374          0.799          0.053
          1.710          0.014          0.044          0.000
          1.710          0.023          0.000          0.000
          1.720          0.218          0.102          0.433
          1.720          0.618          0.088          0.031
          1.720          0.007          0.237          0.244
          1.720          0.377          0.806          0.054
          1.720          0.014          0.045          0.000
          1.720          0.023          0.000          0.000
          1.730          0.222          0.100          0.420
          1.730          0.624          0.086          0.033
          1.730          0.007          0.241          0.250
          1.730          0.379          0.814          0.055
          1.730          0.014          0.045          0.000
          1.730          0.023          0.000          0.000
          1.740          0.225          0.099          0.407
          1.740          0.630          0.084          0.035
          1.740          0.007          0.245          0.256
          1.740          0.381          0.821          0.056
          1.740          0.014          0.045          0.000
          1.740          0.023          0.000          0.000
          1.750          0.229          0.097          0.395
          1.750          0.636          0.082          0.037
          1.750          0.007          0.249          0.263
          1.750          0.384          0.829          0.057
          1.750          0.015          0.046          0.000
          1.750          0.023          0.000          0.000
          1.760          0.233          0.095          0.383
          1.760          0.642          0.080          0.039
          1.760          0.007          0.253          0.269
          1.760          0.386          0.836          0.058
          1.760          0.015          0.046          0.000
          1.760          0.023          0.000          0.000
          1.770          0.236          0.093          0.372
          1.770          0.649          0.078          0.042
          1.770          0.007          0.257          0.276
          1.770          0.389          0.844          0.059
          1.770          0.015          0.046          0.000
          1.770          0.023          0.000          0.000
          1.780          0.240          0.092          0.360
          1.780          0.655          0.077          0.044
          1.780          0.007          0.262          0.283
          1.780          0.391          0.851          0.060
          1.780          0.015          0.046          0.000
          1.780          0.024          0.000          0.000
          1.790          0.244          0.090          0.349
          1.790          0.662          0.075          0.047
          1.790          0.007          0.266          0.290
          1.790          0.394          0.859          0.061
          1.790          0.015          0.047          0.000
          1.790          0.024          0.000          0.000
          1.800          0.248          0.088          0.339
          1.800          0.668          0.073          0.050
          1.800          0.007          0.270          0.297
          1.800          0.396          0.867          0.062
          1.800          0.015          0.047          0.000
          1.800          0.024          0.000          0.000
          1.810          0.252          0.087          0.329
          1.810          0.675          0.072          0.054
          1.810          0.007          0.275          0.304
          1.810          0.399          0.875          0.063
          1.810          0.015          0.047          0.000
          1.810          0.024          0.000          0.000
          1.820          0.256          0.085          0.319
          1.820          0.682          0.070          0.057
          1.820          0.007          0.280          0.312
          1.820          0.401          0.883          0.064
          1.820          0.015          0.047          0.000
          1.820          0.024          0.000          0.000
          1.830          0.261          0.084          0.309
          1.830          0.688          0.069          0.061
          1.830          0.007          0.284          0.319
          1.830          0.403          0.891          0.065
          1.830          0.015          0.048          0.000
          1.830          0.024          0.000          0.000
          1.840          0.265          0.082          0.300
          1.840          0.695          0.067          0.065
          1.840          0.007          0.289          0.327
          1.840          0.406          0.899          0.066
          1.840          0.015          0.048          0.000
          1.840          0.024          0.000          0.000
          1.850          0.270          0.081          0.290
          1.850          0.702          0.066          0.069
          1.850          0.008          0.294          0.335
          1.850          0.408          0.907          0.067
          1.850          0.015          0.048          0.000
          1.850          0.024          0.000          0.000
          1.860          0.274          0.080          0.282
          1.860          0.709          0.065          0.073
          1.860          0.008          0.299          0.343
          1.860          0.411          0.915          0.068
          1.860          0.015          0.049          0.000
          1.860          0.025          0.000          0.000
          1.870          0.279          0.078          0.273
          1.870          0.716          0.063          0.078
          1.870          0.008          0.305          0.351
          1.870          0.413          0.923          0.070
          1.870          0.016          0.049          0.000
          1.870          0.025          0.000          0.000
          1.880          0.284          0.077          0.265
          1.880          0.723          0.062          0.083
          1.880          0.008          0.310          0.360
          1.880          0.416          0.931          0.071
          1.880          0.016          0.049          0.000
          1.880          0.025          0.000          0.000
          1.890          0.288          0.076          0.257
          1.890          0.730          0.061          0.088
          1.890          0.008          0.315          0.368
          1.890          0.418          0.940          0.072
          1.890          0.016          0.049          0.000
          1.890          0.025          0.000          0.000
          1.900          0.293          0.075          0.249
          1.900          0.737          0.060          0.094
          1.900          0.008          0.321          0.377
          1.900          0.421          0.948          0.073
          1.900          0.016          0.050          0.000
          1.900          0.025          0.000          0.000
          1.910          0.299          0.073          0.241
          1.910          0.745          0.058          0.100
          1.910          0.008          0.327          0.386
          1.910          0.423          0.957          0.075
          1.910          0.016          0.050          0.000
          1.910          0.025          0.000          0.000
          1.920          0.304          0.072          0.234
          1.920          0.752          0.057          0.106
          1.920          0.008          0.332          0.395
          1.920          0.426          0.965          0.076
          1.920          0.016          0.050          0.000
          1.920          0.025          0.000          0.000
          1.930          0.309          0.071          0.227
          1.930          0.759          0.056          0.113
          1.930          0.008          0.338          0.405
          1.930          0.428          0.974          0.077
          1.930          0.016          0.051          0.000
          1.930          0.026          0.000          0.000
          1.940          0.315          0.070          0.220
          1.940          0.767          0.055          0.120
          1.940          0.008          0.344          0.414
          1.940          0.431          0.983          0.079
          1.940          0.016          0.051          0.000
          1.940          0.026          0.000          0.000
          1.950          0.320          0.069          0.213
          1.950          0.775          0.054          0.128
          1.950          0.008          0.351          0.424
          1.950          0.433          0.991          0.080
          1.950          0.016          0.051          0.000
          1.950          0.026          0.000          0.000
          1.960          0.326          0.068          0.206
          1.960          0.782          0.053          0.136
          1.960          0.008          0.357          0.434
          1.960          0.436          1.000          0.081
          1.960          0.016          0.051          0.000
          1.960          0.026          0.000          0.000
          1.970          0.332          0.066          0.200
          1.970          0.790          0.052          0.144
          1.970          0.008          0.364          0.444
          1.970          0.439          1.009          0.083
          1.970          0.016          0.052          0.000
          1.970          0.026          0.000          0.000
          1.980          0.338          0.065          0.194
          1.980          0.798          0.051          0.153
          1.980          0.008          0.370          0.455
          1.980          0.441          1.018          0.084
          1.980          0.017          0.052          0.000
          1.980          0.026          0.000          0.000
          1.990          0.344          0.064          0.188
          1.990          0.806          0.050          0.163
          1.990          0.008          0.377          0.465
          1.990          0.444          1.027          0.086
          1.990          0.017          0.052          0.000
          1.990          0.026          0.000          0.000
          2.000          0.350          0.063          0.182
          2.000          0.814          0.049          0.173
          2.000          0.008          0.384          0.476
          2.000          0.446          1.036          0.087
          2.000          0.017          0.053          0.000
          2.000          0.026          0.000          0.000
          2.010          0.357          0.062          0.177
          2.010          0.822          0.048          0.183
          2.010          0.009          0.392          0.487
          2.010          0.449          1.046          0.089
          2.010          0.017          0.053          0.000
          2.010          0.027          0.000          0.000
          2.020          0.363          0.061          0.171
          2.020          0.830          0.047          0.194
          2.020          0.009          0.399          0.498
          2.020          0.451          1.055          0.090
          2.020          0.017          0.053          0.000
          2.020          0.027          0.000          0.000
          2.030          0.370          0.060          0.166
          2.030          0.838          0.047          0.206
          2.030          0.009          0.406          0.509
          2.030          0.454          1.064          0.092
          2.030          0.017          0.053          0.000
          2.030          0.027          0.000          0.000
          2.040          0.377          0.060          0.161
          2.040          0.847          0.046          0.218
          2.040          0.009          0.414          0.521
          2.040          0.456          1.074          0.093
          2.040          0.017          0.054          0.000
          2.040          0.027          0.000          0.000
          2.050          0.384          0.059          0.156
          2.050          0.855          0.045          0.231
          2.050          0.009          0.422          0.533
          2.050          0.459          1.083          0.095
          2.050          0.017          0.054          0.000
          2.050          0.027          0.000          0.000
          2.060          0.392          0.058          0.152
          2.060          0.864          0.044          0.244
          2.060          0.009          0.430          0.545
          2.060          0.462          1.093          0.097
          2.060          0.017          0.054          0.000
          2.060          0.027          0.000          0.000
          2.070          0.399          0.057          0.147
          2.070          0.872          0.043          0.259
          2.070          0.009          0.439          0.557
          2.070          0.464          1.103          0.098
          2.070          0.017          0.055          0.000
          2.070          0.027          0.000          0.000
          2.080          0.407          0.056          0.142
          2.080          0.881          0.043          0.273
          2.080          0.009          0.447          0.570
          2.080          0.467          1.113          0.100
          2.080          0.017          0.055          0.000
          2.080          0.028          0.000          0.000
          2.090          0.415          0.055          0.138
          2.090          0.890          0.042          0.289
          2.090          0.009          0.456          0.582
          2.090          0.469          1.122          0.102
          2.090          0.018          0.055          0.000
          2.090          0.028          0.000          0.000
          2.100          0.423          0.054          0.134
          2.100          0.899          0.041          0.305
          2.100          0.009          0.465          0.595
          2.100          0.472          1.132          0.104
          2.100          0.018          0.055          0.000
          2.100          0.028          0.000          0.000
          2.110          0.431          0.054          0.130
          2.110          0.908          0.040          0.322
          2.110          0.009          0.474          0.608
          2.110          0.475          1.142          0.105
          2.110          0.018          0.056          0.000
          2.110          0.028          0.000          0.000
          2.120          0.440          0.053          0.126
          2.120          0.917          0.040          0.340
          2.120          0.009          0.484          0.622
          2.120          0.477          1.153          0.107
          2.120          0.018          0.056          0.000
          2.120          0.028          0.000          0.000
          2.130          0.448          0.052          0.122
          2.130          0.926          0.039          0.358
          2.130          0.009          0.494          0.635
          2.130          0.480          1.163          0.109
          2.130          0.018          0.056          0.000
          2.130          0.028          0.000          0.000
          2.140          0.457          0.051          0.119
          2.140          0.935          0.038          0.377
          2.140          0.009          0.504          0.649
          2.140          0.482          1.173          0.111
          2.140          0.018          0.057          0.000
          2.140          0.028          0.000          0.000
          2.150          0.467          0.051          0.115
          2.150          0.945          0.038          0.397
          2.150          0.010          0.514          0.663
          2.150          0.485          1.184          0.113
          2.150          0.018          0.057          0.000
          2.150          0.029          0.000          0.000
          2.160          0.476          0.050          0.112
          2.160          0.954          0.037          0.418
          2.160          0.010          0.524          0.678
          2.160          0.488          1.194          0.115
          2.160          0.018          0.057          0.000
          2.160          0.029          0.000          0.000
          2.170          0.486          0.049          0.108
          2.170          0.964          0.037          0.439
          2.170          0.010          0.535          0.692
          2.170          0.490          1.205          0.117
          2.170          0.018          0.058          0.000
          2.170          0.029          0.000          0.000
          2.180          0.496          0.048          0.105
          2.180          0.973          0.036          0.462
          2.180          0.010          0.546          0.707
          2.180          0.493          1.215          0.119
          2.180          0.018          0.058          0.000
          2.180          0.029          0.000          0.000
          2.190          0.506          0.048          0.102
          2.190          0.983          0.035          0.485
          2.190          0.010          0.558          0.722
          2.190          0.496          1.226          0.121
          2.190          0.018          0.058          0.000
          2.190          0.029          0.000          0.000
          2.200          0.517          0.047          0.099
          2.200          0.993          0.035          0.509
          2.200          0.010          0.569          0.737
          2.200          0.498          1.237          0.123
          2.200          0.019          0.058          0.000
          2.200          0.029          0.000          0.000
          2.210          0.528          0.046          0.096
          2.210          1.003          0.034          0.534
          2.210          0.010          0.581          0.753
          2.210          0.501          1.248          0.125
          2.210          0.019          0.059          0.000
          2.210          0.029          0.000          0.000
          2.220          0.539          0.046          0.093
          2.220          1.013          0.034          0.559
          2.220          0.010          0.594          0.769
          2.220          0.504          1.259          0.127
          2.220          0.019          0.059          0.000
          2.220          0.030          0.000          0.000
          2.230          0.551          0.045          0.090
          2.230          1.024          0.033          0.586
          2.230          0.010          0.606          0.785
          2.230          0.506          1.270          0.130
          2.230          0.019          0.059          0.000
          2.230          0.030          0.000          0.000
          2.240          0.562          0.044          0.088
          2.240          1.034          0.033          0.613
          2.240          0.010          0.619          0.801
          2.240          0.509          1.281          0.132
          2.240          0.019          0.060          0.000
          2.240          0.030          0.000          0.000
          2.250          0.575          0.044          0.085
          2.250          1.045          0.032          0.641
          2.250          0.010          0.633          0.818
          2.250          0.512          1.293          0.134
          2.250          0.019          0.060          0.000
          2.250          0.030          0.000          0.000
          2.260          0.587          0.043          0.083
          2.260          1.055          0.032          0.670
          2.260          0.010          0.646          0.834
          2.260          0.514          1.304          0.136
          2.260          0.019          0.060          0.000
          2.260          0.030          0.000          0.000
          2.270          0.600          0.043          0.080
          2.270          1.066          0.031          0.700
          2.270          0.011          0.660          0.852
          2.270          0.517          1.316          0.139
          2.270          0.019          0.060          0.000
          2.270          0.030          0.000          0.000
          2.280          0.613          0.042          0.078
          2.280          1.077          0.031          0.731
          2.280          0.011          0.675          0.869
          2.280          0.520          1.327          0.141
          2.280          0.019          0.061          0.000
          2.280          0.030          0.000          0.000
          2.290          0.627          0.041          0.076
          2.290          1.088          0.030          0.762
          2.290          0.011          0.690          0.886
          2.290          0.522          1.339          0.144
          2.290          0.019          0.061          0.000
          2.290          0.030          0.000          0.000
          2.300          0.641          0.041          0.074
          2.300          1.099          0.030          0.795
          2.300          0.011          0.705          0.904
          2.300          0.525          1.351          0.146
          2.300          0.020          0.061          0.000
          2.300          0.031          0.000          0.000
          2.310          0.656          0.040          0.072
          2.310          1.110          0.029          0.828
          2.310          0.011          0.721          0.922
          2.310          0.528          1.363          0.149
          2.310          0.020          0.062          0.000
          2.310          0.031          0.000          0.000
          2.320          0.671          0.040          0.070
          2.320          1.122          0.029          0.862
          2.320          0.011          0.737          0.941
          2.320          0.531          1.375          0.151
          2.320          0.020          0.062          0.000
          2.320          0.031          0.000          0.000
          2.330          0.686          0.039          0.068
          2.330          1.133          0.028          0.896
          2.330          0.011          0.754          0.959
          2.330          0.533          1.387          0.154
          2.330          0.020          0.062          0.000
          2.330          0.031          0.000          0.000
          2.340          0.702          0.039          0.066
          2.340          1.145          0.028          0.931
          2.340          0.011          0.771          0.978
          2.340          0.536          1.400          0.157
          2.340          0.020          0.063          0.000
          2.340          0.031          0.000          0.000
          2.350          0.718          0.038          0.064
          2.350          1.157          0.028          0.967
          2.350          0.011          0.788          0.998
          2.350          0.539          1.412          0.159
          2.350          0.020          0.063          0.000
          2.350          0.031          0.000          0.000
          2.360          0.735          0.038          0.062
          2.360          1.169          0.027          1.004
          2.360          0.011          0.806          1.017
          2.360          0.542          1.425          0.162
          2.360          0.020          0.063          0.000
          2.360          0.031          0.000          0.000
          2.370          0.753          0.037          0.061
          2.370          1.181          0.027          1.041
          2.370          0.011          0.824          1.037
          2.370          0.544          1.437          0.165
          2.370          0.020          0.063          0.000
          2.370          0.032          0.000          0.000
          2.380          0.771          0.037          0.059
          2.380          1.193          0.026          1.079
          2.380          0.012          0.843          1.057
          2.380          0.547          1.450          0.168
          2.380          0.020          0.064          0.000
          2.380          0.032          0.000          0.000
          2.390          0.789          0.036          0.057
          2.390          1.206          0.026          1.117
          2.390          0.012          0.863          1.077
          2.390          0.550          1.463          0.170
          2.390          0.020          0.064          0.000
          2.390          0.032          0.000          0.000
          2.400          0.808          0.036          0.056
          2.400          1.218          0.026          1.156
          2.400          0.012          0.883          1.097
          2.400          0.553          1.476          0.173
          2.400          0.020          0.064          0.000
          2.400          0.032          0.000          0.000
          2.410          0.828          0.035          0.054
          2.410          1.231          0.025          1.196
          2.410          0.012          0.903          1.118
          2.410          0.555          1.489          0.176
          2.410          0.021          0.065          0.000
          2.410          0.032          0.000          0.000
          2.420          0.848          0.035          0.053
          2.420          1.244          0.025          1.235
          2.420          0.012          0.924          1.139
          2.420          0.558          1.502          0.179
          2.420          0.021          0.065          0.000
          2.420          0.032          0.000          0.000
          2.430          0.869          0.035          0.051
          2.430          1.257          0.024          1.276
          2.430          0.012          0.946          1.161
          2.430          0.561          1.515          0.182
          2.430          0.021          0.065          0.000
          2.430          0.032          0.000          0.000
          2.440          0.891          0.034          0.050
          2.440          1.270          0.024          1.316
          2.440          0.012          0.968          1.182
          2.440          0.564          1.529          0.186
          2.440          0.021          0.066          0.000
          2.440          0.033          0.000          0.000
          2.450          0.913          0.034          0.049
          2.450          1.283          0.024          1.357
          2.450          0.012          0.991          1.204
          2.450          0.567          1.542          0.189
          2.450          0.021          0.066          0.000
          2.450          0.033          0.000          0.000
          2.460          0.936          0.033          0.047
          2.460          1.297          0.023          1.398
          2.460          0.012          1.014          1.226
          2.460          0.569          1.556          0.192
          2.460          0.021          0.066          0.000
          2.460          0.033          0.000          0.000
          2.470          0.960          0.033          0.046
          2.470          1.310          0.023          1.439
          2.470          0.012          1.038          1.248
          2.470          0.572          1.570          0.195
          2.470          0.021          0.067          0.000
          2.470          0.033          0.000          0.000
          2.480          0.985          0.032          0.045
          2.480          1.324          0.023          1.480
          2.480          0.013          1.063          1.271
          2.480          0.575          1.584          0.199
          2.480          0.021          0.067          0.000
          2.480          0.033          0.000          0.000
          2.490          1.010          0.032          0.044
          2.490          1.338          0.023          1.521
          2.490          0.013          1.088          1.294
          2.490          0.578          1.598          0.202
          2.490          0.021          0.067          0.000
          2.490          0.033          0.000          0.000
          2.500          1.036          0.032          0.043
          2.500          1.352          0.022          1.563
          2.500          0.013          1.113          1.317
          2.500          0.581          1.612          0.205
          2.500          0.021          0.067          0.000
          2.500          0.033          0.000          0.000
          2.510          1.063          0.031          0.042
          2.510          1.367          0.022          1.604
          2.510          0.013          1.140          1.341
          2.510          0.584          1.626          0.209
          2.510          0.022          0.068          0.000
          2.510          0.034          0.000          0.000
          2.520          1.091          0.031          0.041
          2.520          1.381          0.022          1.645
          2.520          0.013          1.167          1.364
          2.520          0.586          1.641          0.212
          2.520          0.022          0.068          0.000
          2.520          0.034          0.000          0.000
          2.530          1.119          0.030          0.040
          2.530          1.396          0.021          1.686
          2.530          0.013          1.194          1.388
          2.530          0.589          1.655          0.216
          2.530          0.022          0.068          0.000
          2.530          0.034          0.000          0.000
          2.540          1.149          0.030          0.039
          2.540          1.411          0.021          1.726
          2.540          0.013          1.222          1.412
          2.540          0.592          1.670          0.220
          2.540          0.022          0.069          0.000
          2.540          0.034          0.000          0.000
          2.550          1.180          0.030          0.038
          2.550          1.426          0.021          1.766
          2.550          0.013          1.251          1.437
          2.550          0.595          1.685          0.223
          2.550          0.022          0.069          0.000
          2.550          0.034          0.000          0.000
          2.560          1.211          0.029          0.037
          2.560          1.441          0.020          1.806
          2.560          0.013          1.280          1.462
          2.560          0.598          1.700          0.227
          2.560          0.022          0.069          0.000
          2.560          0.034          0.000          0.000
          2.570          1.243          0.029          0.036
          2.570          1.457          0.020          1.845
          2.570          0.013          1.310          1.487
          2.570          0.601          1.715          0.231
          2.570          0.022          0.070          0.000
          2.570          0.034          0.000          0.000
          2.580          1.277          0.029          0.035
          2.580          1.472          0.020          1.883
          2.580          0.014          1.340          1.512
          2.580          0.604          1.730          0.235
          2.580          0.022          0.070          0.000
          2.580          0.035          0.000          0.000
          2.590          1.311          0.028          0.034
          2.590          1.488          0.020          1.921
          2.590          0.014          1.371          1.537
          2.590          0.606          1.746          0.239
          2.590          0.022          0.070          0.000
          2.590          0.035          0.000          0.000
          2.600          1.347          0.028          0.034
          2.600          1.504          0.019          1.958
          2.600          0.014          1.402          1.563
          2.600          0.609          1.761          0.243
          2.600          0.022          0.071          0.000
          2.600          0.035          0.000          0.000
          2.610          1.383          0.028          0.033
          2.610          1.520          0.019          1.994
          2.610          0.014          1.434          1.589
          2.610          0.612          1.777          0.247
          2.610          0.022          0.071          0.000
          2.610          0.035          0.000          0.000
          2.620          1.421          0.027          0.032
          2.620          1.537          0.019          2.030
          2.620          0.014          1.466          1.615
          2.620          0.615          1.792          0.251
          2.620          0.023          0.071          0.000
          2.620          0.035          0.000          0.000
          2.630          1.460          0.027          0.031
          2.630          1.553          0.019          2.064
          2.630          0.014          1.499          1.641
          2.630          0.618          1.808          0.255
          2.630          0.023          0.072          0.000
          2.630          0.035          0.000          0.000
          2.640          1.500          0.027          0.031
          2.640          1.570          0.018          2.098
          2.640          0.014          1.532          1.668
          2.640          0.621          1.824          0.259
          2.640          0.023          0.072          0.000
          2.640          0.035          0.000          0.000
          2.650          1.541          0.026          0.030
          2.650          1.587          0.018          2.130
          2.650          0.014          1.565          1.695
          2.650          0.624          1.841          0.264
          2.650          0.023          0.072          0.000
          2.650          0.036          0.000          0.000
          2.660          1.583          0.026          0.029
          2.660          1.604          0.018          2.161
          2.660          0.015          1.599          1.722
          2.660          0.627          1.857          0.268
          2.660          0.023          0.072          0.000
          2.660          0.036          0.000          0.000
          2.670          1.626          0.026          0.029
          2.670          1.622          0.018          2.191
          2.670          0.015          1.632          1.750
          2.670          0.630          1.873          0.272
          2.670          0.023          0.073          0.000
          2.670          0.036          0.000          0.000
          2.680          1.670          0.026          0.028
          2.680          1.639          0.018          2.219
