      freq (eV)         Mostep         Lor-Dr      Bren-Borm
          0.383          0.093          0.667          1.814
          0.383          2.143          2.659          1.820
          0.383          0.245          2.016          0.174
          0.383          0.670          0.000          0.000
          0.385          0.774          5.198         -4.834
          0.385          2.424          1.422          0.524
          0.385          0.093          0.667          1.815
          0.385          2.143          2.660          1.820
          0.385          0.245          2.016          0.174
          0.385          0.670          0.000          0.000
          0.386          0.774          4.877         -4.845
          0.386          2.424          1.424          0.524
          0.386          0.093          0.667          1.815
          0.386          2.143          2.660          1.821
          0.386          0.245          2.016          0.174
          0.386          0.670          0.000          0.000
          0.388          0.774          4.554         -4.857
          0.388          2.424          1.427          0.524
          0.388          0.093          0.667          1.815
          0.388          2.143          2.660          1.821
          0.388          0.245          2.016          0.174
          0.388          0.670          0.000          0.000
          0.390          0.774          4.211         -4.868
          0.390          2.424          1.430          0.524
          0.390          0.093          0.667          1.815
          0.390          2.143          2.660          1.821
          0.390          0.245          2.017          0.174
          0.390          0.670          0.000          0.000
          0.392          0.774          3.884         -4.879
          0.392          2.425          1.432          0.524
          0.392          0.093          0.667          1.816
          0.392          2.143          2.660          1.821
          0.392          0.245          2.017          0.174
          0.392          0.670          0.000          0.000
          0.394          0.774          3.556         -4.890
          0.394          2.425          1.435          0.524
          0.394          0.093          0.668          1.816
          0.394          2.143          2.660          1.821
          0.394          0.245          2.017          0.174
          0.394          0.670          0.000          0.000
          0.396          0.775          3.227         -4.900
          0.396          2.425          1.438          0.524
          0.396          0.093          0.668          1.816
          0.396          2.143          2.660          1.821
          0.396          0.245          2.017          0.174
          0.396          0.670          0.000          0.000
          0.398          0.775          2.897         -4.911
          0.398          2.425          1.440          0.524
          0.398          0.093          0.668          1.816
          0.398          2.143          2.661          1.821
          0.398          0.245          2.017          0.174
          0.398          0.670          0.000          0.000
          0.400          0.775          2.568         -4.921
          0.400          2.425          1.443          0.524
          0.400          0.093          0.668          1.817
          0.400          2.143          2.661          1.821
          0.400          0.245          2.017          0.174
          0.400          0.670          0.000          0.000
          0.402          0.775          2.240         -4.930
          0.402          2.425          1.446          0.525
          0.402          0.093          0.668          1.817
          0.402          2.143          2.661          1.821
          0.402          0.245          2.017          0.174
          0.402          0.670          0.000          0.000
          0.404          0.775          1.913         -4.940
          0.404          2.426          1.449          0.525
          0.404          0.093          0.668          1.817
          0.404          2.143          2.661          1.822
          0.404          0.245          2.017          0.174
          0.404          0.670          0.000          0.000
          0.406          0.775          1.570         -4.950
          0.406          2.426          1.452          0.525
          0.406          0.093          0.668          1.818
          0.406          2.143          2.661          1.822
          0.406          0.245          2.017          0.174
          0.406          0.670          0.000          0.000
          0.407          0.775          1.247         -4.959
          0.407          2.426          1.454          0.525
          0.407          0.093          0.668          1.818
          0.407          2.143          2.661          1.822
          0.407          0.245          2.017          0.174
          0.407          0.670          0.000          0.000
          0.409          0.775          0.926         -4.967
          0.409          2.426          1.457          0.525
          0.409          0.093          0.668          1.818
          0.409          2.143          2.661          1.822
          0.409          0.245          2.017          0.174
          0.409          0.670          0.000          0.000
          0.411          0.776          0.608         -4.976
          0.411          2.426          1.460          0.525
          0.411          0.093          0.668          1.818
          0.411          2.143          2.662          1.822
          0.411          0.245          2.017          0.174
          0.411          0.670          0.000          0.000
          0.413          0.776          0.294         -4.984
          0.413          2.427          1.463          0.525
          0.413          0.093          0.669          1.819
          0.413          2.143          2.662          1.822
          0.413          0.245          2.017          0.174
          0.413          0.670          0.000          0.000
          0.415          0.776         -0.016         -4.993
          0.415          2.427          1.466          0.525
          0.415          0.093          0.669          1.819
          0.415          2.143          2.662          1.822
          0.415          0.245          2.017          0.174
          0.415          0.670          0.000          0.000
          0.417          0.776         -0.322         -5.001
          0.417          2.427          1.469          0.525
          0.417          0.093          0.669          1.819
          0.417          2.143          2.662          1.822
          0.417          0.245          2.017          0.174
          0.417          0.670          0.000          0.000
          0.419          0.776         -0.624         -5.009
          0.419          2.427          1.472          0.526
          0.419          0.093          0.669          1.819
          0.419          2.143          2.662          1.823
          0.419          0.245          2.017          0.174
          0.419          0.670          0.000          0.000
          0.421          0.776         -0.936         -5.017
          0.421          2.427          1.475          0.526
          0.421          0.093          0.669          1.820
          0.421          2.143          2.662          1.823
          0.421          0.245          2.017          0.174
          0.421          0.670          0.000          0.000
          0.423          0.776         -1.227         -5.024
          0.423          2.427          1.478          0.526
          0.423          0.093          0.669          1.820
          0.423          2.143          2.662          1.823
          0.423          0.245          2.017          0.174
          0.423          0.670          0.000          0.000
          0.425          0.776         -1.512         -5.031
          0.425          2.428          1.481          0.526
          0.425          0.093          0.669          1.820
          0.425          2.143          2.663          1.823
          0.425          0.245          2.017          0.174
          0.425          0.670          0.000          0.000
          0.427          0.777         -1.791         -5.038
          0.427          2.428          1.484          0.526
          0.427          0.093          0.669          1.821
          0.427          2.143          2.663          1.823
          0.427          0.245          2.017          0.174
          0.427          0.670          0.000          0.000
          0.428          0.777         -2.065         -5.045
          0.428          2.428          1.487          0.526
          0.428          0.093          0.669          1.821
          0.428          2.143          2.663          1.823
          0.428          0.245          2.017          0.174
          0.428          0.670          0.000          0.000
          0.430          0.777         -2.331         -5.052
          0.430          2.428          1.490          0.526
          0.430          0.093          0.670          1.821
          0.430          2.143          2.663          1.823
          0.430          0.245          2.017          0.174
          0.430          0.670          0.000          0.000
          0.432          0.777         -2.592         -5.058
          0.432          2.428          1.493          0.526
          0.432          0.093          0.670          1.821
          0.432          2.143          2.663          1.823
          0.432          0.245          2.017          0.174
          0.432          0.670          0.000          0.000
          0.434          0.777         -2.858         -5.065
          0.434          2.429          1.496          0.526
          0.434          0.093          0.670          1.822
          0.434          2.143          2.663          1.824
          0.434          0.245          2.017          0.174
          0.434          0.670          0.000          0.000
          0.436          0.777         -3.104         -5.071
          0.436          2.429          1.499          0.527
          0.436          0.093          0.670          1.822
          0.436          2.143          2.664          1.824
          0.436          0.245          2.017          0.174
          0.436          0.670          0.000          0.000
          0.438          0.777         -3.343         -5.077
          0.438          2.429          1.502          0.527
          0.438          0.093          0.670          1.822
          0.438          2.143          2.664          1.824
          0.438          0.245          2.017          0.174
          0.438          0.670          0.000          0.000
          0.440          0.777         -3.575         -5.083
          0.440          2.429          1.505          0.527
          0.440          0.093          0.670          1.823
          0.440          2.143          2.664          1.824
          0.440          0.245          2.017          0.174
          0.440          0.670          0.000          0.000
          0.442          0.778         -3.799         -5.089
          0.442          2.429          1.508          0.527
          0.442          0.093          0.670          1.823
          0.442          2.143          2.664          1.824
          0.442          0.245          2.017          0.174
          0.442          0.670          0.000          0.000
          0.444          0.778         -4.016         -5.094
          0.444          2.430          1.511          0.527
          0.444          0.093          0.670          1.823
          0.444          2.143          2.664          1.824
          0.444          0.245          2.017          0.174
          0.444          0.670          0.000          0.000
          0.446          0.778         -4.226         -5.100
          0.446          2.430          1.514          0.527
          0.446          0.093          0.671          1.824
          0.446          2.143          2.664          1.824
          0.446          0.245          2.017          0.174
          0.446          0.670          0.000          0.000
          0.448          0.778         -4.428         -5.105
          0.448          2.430          1.517          0.527
          0.448          0.093          0.671          1.824
          0.448          2.143          2.665          1.824
          0.448          0.245          2.017          0.174
          0.448          0.670          0.000          0.000
          0.450          0.778         -4.633         -5.110
          0.450          2.430          1.521          0.527
          0.450          0.093          0.671          1.824
          0.450          2.143          2.665          1.825
          0.450          0.245          2.017          0.174
          0.450          0.670          0.000          0.000
          0.452          0.778         -4.820         -5.115
          0.452          2.430          1.524          0.528
          0.452          0.093          0.671          1.824
          0.452          2.143          2.665          1.825
          0.452          0.245          2.017          0.174
          0.452          0.670          0.000          0.000
          0.453          0.778         -5.000         -5.120
          0.453          2.430          1.527          0.528
          0.453          0.093          0.671          1.825
          0.453          2.143          2.665          1.825
          0.453          0.245          2.017          0.174
          0.453          0.670          0.000          0.000
          0.455          0.779         -5.172         -5.125
          0.455          2.431          1.530          0.528
          0.455          0.093          0.671          1.825
          0.455          2.143          2.665          1.825
          0.455          0.245          2.017          0.174
          0.455          0.670          0.000          0.000
          0.457          0.779         -5.337         -5.129
          0.457          2.431          1.534          0.528
          0.457          0.093          0.671          1.825
          0.457          2.143          2.665          1.825
          0.457          0.245          2.017          0.174
          0.457          0.670          0.000          0.000
          0.459          0.779         -5.495         -5.133
          0.459          2.431          1.537          0.528
          0.459          0.093          0.671          1.826
          0.459          2.143          2.666          1.825
          0.459          0.245          2.017          0.174
          0.459          0.670          0.000          0.000
          0.461          0.779         -5.646         -5.137
          0.461          2.431          1.540          0.528
          0.461          0.093          0.672          1.826
          0.461          2.143          2.666          1.825
          0.461          0.245          2.017          0.174
          0.461          0.670          0.000          0.000
          0.463          0.779         -5.790         -5.142
          0.463          2.431          1.543          0.528
          0.463          0.093          0.672          1.826
          0.463          2.143          2.666          1.825
          0.463          0.245          2.017          0.174
          0.463          0.670          0.000          0.000
          0.465          0.779         -5.934         -5.146
          0.465          2.432          1.547          0.529
          0.465          0.093          0.672          1.827
          0.465          2.143          2.666          1.826
          0.465          0.245          2.017          0.174
          0.465          0.670          0.000          0.000
          0.467          0.779         -6.063         -5.149
          0.467          2.432          1.550          0.529
          0.467          0.093          0.672          1.827
          0.467          2.143          2.666          1.826
          0.467          0.245          2.017          0.174
          0.467          0.670          0.000          0.000
          0.469          0.780         -6.187         -5.153
          0.469          2.432          1.553          0.529
          0.469          0.093          0.672          1.827
          0.469          2.143          2.666          1.826
          0.469          0.245          2.017          0.174
          0.469          0.670          0.000          0.000
          0.471          0.780         -6.303         -5.157
          0.471          2.432          1.557          0.529
          0.471          0.093          0.672          1.828
          0.471          2.143          2.667          1.826
          0.471          0.245          2.017          0.174
          0.471          0.670          0.000          0.000
          0.472          0.780         -6.414         -5.160
          0.472          2.432          1.560          0.529
          0.472          0.093          0.672          1.828
          0.472          2.143          2.667          1.826
          0.472          0.245          2.017          0.174
          0.472          0.670          0.000          0.000
          0.474          0.780         -6.518         -5.163
          0.474          2.433          1.563          0.529
          0.474          0.093          0.672          1.828
          0.474          2.143          2.667          1.826
          0.474          0.245          2.017          0.174
          0.474          0.670          0.000          0.000
          0.476          0.780         -6.616         -5.166
          0.476          2.433          1.567          0.529
          0.476          0.093          0.673          1.829
          0.476          2.143          2.667          1.826
          0.476          0.245          2.017          0.174
          0.476          0.670          0.000          0.000
          0.478          0.780         -6.708         -5.169
          0.478          2.433          1.570          0.529
          0.478          0.093          0.673          1.829
          0.478          2.143          2.667          1.827
          0.478          0.245          2.017          0.174
          0.478          0.670          0.000          0.000
          0.480          0.780         -6.799         -5.172
          0.480          2.433          1.574          0.530
          0.480          0.093          0.673          1.829
          0.480          2.143          2.667          1.827
          0.480          0.245          2.017          0.174
          0.480          0.670          0.000          0.000
          0.482          0.781         -6.880         -5.175
          0.482          2.434          1.577          0.530
          0.482          0.093          0.673          1.830
          0.482          2.143          2.668          1.827
          0.482          0.245          2.017          0.174
          0.482          0.670          0.000          0.000
          0.484          0.781         -6.955         -5.178
          0.484          2.434          1.580          0.530
          0.484          0.093          0.673          1.830
          0.484          2.143          2.668          1.827
          0.484          0.245          2.017          0.174
          0.484          0.670          0.000          0.000
          0.486          0.781         -7.025         -5.180
          0.486          2.434          1.584          0.530
          0.486          0.093          0.673          1.830
          0.486          2.143          2.668          1.827
          0.486          0.245          2.017          0.174
          0.486          0.670          0.000          0.000
          0.488          0.781         -7.090         -5.183
          0.488          2.434          1.587          0.530
          0.488          0.093          0.673          1.831
          0.488          2.143          2.668          1.827
          0.488          0.245          2.017          0.174
          0.488          0.670          0.000          0.000
          0.490          0.781         -7.151         -5.185
          0.490          2.434          1.591          0.530
          0.490          0.093          0.673          1.831
          0.490          2.143          2.668          1.827
          0.490          0.245          2.017          0.174
          0.490          0.670          0.000          0.000
          0.492          0.781         -7.206         -5.187
          0.492          2.435          1.594          0.530
          0.492          0.093          0.674          1.831
          0.492          2.143          2.668          1.828
          0.492          0.245          2.017          0.174
          0.492          0.670          0.000          0.000
          0.493          0.781         -7.257         -5.189
          0.493          2.435          1.597          0.531
          0.493          0.093          0.674          1.832
          0.493          2.143          2.669          1.828
          0.493          0.245          2.018          0.174
          0.493          0.670          0.000          0.000
          0.495          0.782         -7.306         -5.191
          0.495          2.435          1.601          0.531
          0.495          0.093          0.674          1.832
          0.495          2.144          2.669          1.828
          0.495          0.245          2.018          0.174
          0.495          0.670          0.000          0.000
          0.497          0.782         -7.348         -5.193
          0.497          2.435          1.605          0.531
          0.497          0.093          0.674          1.832
          0.497          2.144          2.669          1.828
          0.497          0.245          2.018          0.174
          0.497          0.670          0.000          0.000
          0.499          0.782         -7.387         -5.195
          0.499          2.435          1.608          0.531
          0.499          0.093          0.674          1.833
          0.499          2.144          2.669          1.828
          0.499          0.245          2.018          0.174
          0.499          0.670          0.000          0.000
          0.501          0.782         -7.421         -5.197
          0.501          2.436          1.611          0.531
          0.501          0.093          0.674          1.833
          0.501          2.144          2.669          1.828
          0.501          0.245          2.018          0.174
          0.501          0.670          0.000          0.000
          0.503          0.782         -7.451         -5.198
          0.503          2.436          1.615          0.531
          0.503          0.093          0.674          1.833
          0.503          2.144          2.670          1.828
          0.503          0.245          2.018          0.174
          0.503          0.670          0.000          0.000
          0.505          0.782         -7.478         -5.200
          0.505          2.436          1.618          0.531
          0.505          0.093          0.675          1.834
          0.505          2.144          2.670          1.829
          0.505          0.245          2.018          0.174
          0.505          0.670          0.000          0.000
          0.507          0.783         -7.502         -5.201
          0.507          2.436          1.622          0.532
          0.507          0.093          0.675          1.834
          0.507          2.144          2.670          1.829
          0.507          0.245          2.018          0.174
          0.507          0.670          0.000          0.000
          0.509          0.783         -7.523         -5.202
          0.509          2.437          1.626          0.532
          0.509          0.093          0.675          1.834
          0.509          2.144          2.670          1.829
          0.509          0.245          2.018          0.174
          0.509          0.670          0.000          0.000
          0.511          0.783         -7.540         -5.204
          0.511          2.437          1.629          0.532
          0.511          0.093          0.675          1.835
          0.511          2.144          2.670          1.829
          0.511          0.245          2.018          0.174
          0.511          0.670          0.000          0.000
          0.513          0.783         -7.554         -5.205
          0.513          2.437          1.633          0.532
          0.513          0.093          0.675          1.835
          0.513          2.144          2.670          1.829
          0.513          0.245          2.018          0.174
          0.513          0.670          0.000          0.000
          0.515          0.783         -7.564         -5.206
          0.515          2.437          1.636          0.532
          0.515          0.093          0.675          1.835
          0.515          2.144          2.671          1.829
          0.515          0.245          2.018          0.174
          0.515          0.670          0.000          0.000
          0.518          0.783         -7.578         -5.207
          0.518          2.438          1.643          0.532
          0.518          0.093          0.676          1.836
          0.518          2.144          2.671          1.830
          0.518          0.245          2.018          0.174
          0.518          0.670          0.000          0.000
          0.520          0.784         -7.581         -5.208
          0.520          2.438          1.646          0.533
          0.520          0.093          0.676          1.836
          0.520          2.144          2.671          1.830
          0.520          0.245          2.018          0.174
          0.520          0.670          0.000          0.000
          0.522          0.784         -7.582         -5.209
          0.522          2.438          1.650          0.533
          0.522          0.093          0.676          1.837
          0.522          2.144          2.671          1.830
          0.522          0.245          2.018          0.174
          0.522          0.670          0.000          0.000
          0.524          0.784         -7.580         -5.209
          0.524          2.438          1.654          0.533
          0.524          0.093          0.676          1.837
          0.524          2.144          2.672          1.830
          0.524          0.245          2.018          0.174
          0.524          0.670          0.000          0.000
          0.526          0.784         -7.576         -5.210
          0.526          2.439          1.657          0.533
          0.526          0.093          0.676          1.838
          0.526          2.144          2.672          1.830
          0.526          0.245          2.018          0.174
          0.526          0.670          0.000          0.000
          0.528          0.784         -7.570         -5.210
          0.528          2.439          1.661          0.533
          0.528          0.093          0.676          1.838
          0.528          2.144          2.672          1.830
          0.528          0.245          2.018          0.174
          0.528          0.670          0.000          0.000
          0.530          0.784         -7.562         -5.210
          0.530          2.439          1.664          0.533
          0.530          0.093          0.676          1.838
          0.530          2.144          2.672          1.831
          0.530          0.245          2.018          0.174
          0.530          0.670          0.000          0.000
          0.534          0.785         -7.541         -5.210
          0.534          2.440          1.671          0.534
          0.534          0.093          0.677          1.839
          0.534          2.144          2.673          1.831
          0.534          0.245          2.018          0.174
          0.534          0.670          0.000          0.000
          0.536          0.785         -7.528         -5.210
          0.536          2.440          1.674          0.534
          0.536          0.093          0.677          1.839
          0.536          2.144          2.673          1.831
          0.536          0.245          2.018          0.174
          0.536          0.670          0.000          0.000
          0.537          0.785         -7.513         -5.210
          0.537          2.440          1.678          0.534
          0.537          0.093          0.677          1.840
          0.537          2.144          2.673          1.831
          0.537          0.245          2.018          0.174
          0.537          0.670          0.000          0.000
          0.539          0.785         -7.495         -5.210
          0.539          2.440          1.682          0.534
          0.539          0.093          0.677          1.840
          0.539          2.144          2.673          1.831
          0.539          0.245          2.018          0.174
          0.539          0.670          0.000          0.000
          0.543          0.786         -7.458         -5.210
          0.543          2.441          1.688          0.534
          0.543          0.094          0.677          1.841
          0.543          2.144          2.674          1.832
          0.543          0.245          2.018          0.174
          0.543          0.670          0.000          0.000
          0.545          0.786         -7.438         -5.209
          0.545          2.441          1.692          0.535
          0.545          0.094          0.678          1.841
          0.545          2.144          2.674          1.832
          0.545          0.245          2.018          0.174
          0.545          0.670          0.000          0.000
          0.547          0.786         -7.416         -5.209
          0.547          2.441          1.695          0.535
          0.547          0.094          0.678          1.842
          0.547          2.144          2.674          1.832
          0.547          0.245          2.018          0.174
          0.547          0.670          0.000          0.000
          0.549          0.786         -7.393         -5.208
          0.549          2.441          1.698          0.535
          0.549          0.094          0.678          1.842
          0.549          2.144          2.674          1.832
          0.549          0.245          2.018          0.174
          0.549          0.670          0.000          0.000
          0.553          0.786         -7.343         -5.207
          0.553          2.442          1.705          0.535
          0.553          0.094          0.678          1.843
          0.553          2.144          2.675          1.832
          0.553          0.245          2.018          0.174
          0.553          0.670          0.000          0.000
          0.555          0.787         -7.317         -5.206
          0.555          2.442          1.709          0.535
          0.555          0.094          0.678          1.843
          0.555          2.144          2.675          1.833
          0.555          0.245          2.018          0.174
          0.555          0.670          0.000          0.000
          0.557          0.787         -7.291         -5.205
          0.557          2.442          1.712          0.536
          0.557          0.094          0.679          1.844
          0.557          2.144          2.675          1.833
          0.557          0.245          2.018          0.174
          0.557          0.670          0.000          0.000
          0.559          0.787         -7.263         -5.204
          0.559          2.443          1.715          0.536
          0.559          0.094          0.679          1.844
          0.559          2.144          2.675          1.833
          0.559          0.245          2.018          0.174
          0.559          0.670          0.000          0.000
          0.562          0.787         -7.206         -5.202
          0.562          2.443          1.722          0.536
          0.562          0.094          0.679          1.845
          0.562          2.144          2.676          1.833
          0.562          0.245          2.018          0.174
          0.562          0.670          0.000          0.000
          0.564          0.788         -7.176         -5.201
          0.564          2.443          1.725          0.536
          0.564          0.094          0.679          1.845
          0.564          2.144          2.676          1.833
          0.564          0.245          2.018          0.174
          0.564          0.670          0.000          0.000
          0.566          0.788         -7.146         -5.200
          0.566          2.444          1.728          0.536
          0.566          0.094          0.679          1.846
          0.566          2.144          2.676          1.834
          0.566          0.245          2.018          0.174
          0.566          0.670          0.000          0.000
          0.570          0.788         -7.082         -5.197
          0.570          2.444          1.734          0.537
          0.570          0.094          0.680          1.846
          0.570          2.144          2.676          1.834
          0.570          0.245          2.018          0.174
          0.570          0.670          0.000          0.000
          0.572          0.788         -7.050         -5.196
          0.572          2.444          1.737          0.537
          0.572          0.094          0.680          1.847
          0.572          2.144          2.677          1.834
          0.572          0.245          2.018          0.174
          0.572          0.670          0.000          0.000
          0.576          0.789         -6.985         -5.193
          0.576          2.445          1.743          0.537
          0.576          0.094          0.680          1.848
          0.576          2.144          2.677          1.834
          0.576          0.245          2.018          0.174
          0.576          0.670          0.000          0.000
          0.578          0.789         -6.951         -5.191
          0.578          2.445          1.746          0.537
          0.578          0.094          0.680          1.848
          0.578          2.144          2.677          1.835
          0.578          0.245          2.019          0.174
          0.578          0.670          0.000          0.000
          0.580          0.789         -6.918         -5.190
          0.580          2.445          1.749          0.538
          0.580          0.094          0.680          1.848
          0.580          2.144          2.677          1.835
          0.580          0.245          2.019          0.174
          0.580          0.670          0.000          0.000
          0.584          0.789         -6.848         -5.186
          0.584          2.446          1.755          0.538
          0.584          0.094          0.681          1.849
          0.584          2.144          2.678          1.835
          0.584          0.245          2.019          0.174
          0.584          0.670          0.000          0.000
          0.585          0.790         -6.813         -5.184
          0.585          2.446          1.757          0.538
          0.585          0.094          0.681          1.850
          0.585          2.144          2.678          1.835
          0.585          0.245          2.019          0.174
          0.585          0.670          0.000          0.000
          0.589          0.790         -6.744         -5.180
          0.589          2.447          1.762          0.538
          0.589          0.094          0.681          1.850
          0.589          2.144          2.679          1.836
          0.589          0.245          2.019          0.174
          0.589          0.670          0.000          0.000
          0.591          0.790         -6.709         -5.178
          0.591          2.447          1.765          0.539
          0.591          0.094          0.681          1.851
          0.591          2.144          2.679          1.836
          0.591          0.245          2.019          0.174
          0.591          0.670          0.000          0.000
          0.595          0.790         -6.638         -5.174
          0.595          2.447          1.770          0.539
          0.595          0.094          0.682          1.852
          0.595          2.145          2.679          1.836
          0.595          0.245          2.019          0.174
          0.595          0.670          0.000          0.000
          0.597          0.791         -6.600         -5.172
          0.597          2.448          1.772          0.539
          0.597          0.094          0.682          1.852
          0.597          2.145          2.679          1.836
          0.597          0.245          2.019          0.174
          0.597          0.670          0.000          0.000
          0.601          0.791         -6.529         -5.167
          0.601          2.448          1.777          0.539
          0.601          0.094          0.682          1.853
          0.601          2.145          2.680          1.837
          0.601          0.245          2.019          0.174
          0.601          0.670          0.000          0.000
          0.603          0.791         -6.493         -5.165
          0.603          2.448          1.779          0.540
          0.603          0.094          0.682          1.853
          0.603          2.145          2.680          1.837
          0.603          0.245          2.019          0.174
          0.603          0.670          0.000          0.000
          0.606          0.792         -6.422         -5.160
          0.606          2.449          1.783          0.540
          0.606          0.094          0.683          1.854
          0.606          2.145          2.680          1.837
          0.606          0.245          2.019          0.174
          0.606          0.670          0.000          0.000
          0.608          0.792         -6.386         -5.157
          0.608          2.449          1.784          0.540
          0.608          0.094          0.683          1.855
          0.608          2.145          2.681          1.837
          0.608          0.245          2.019          0.174
          0.608          0.670          0.000          0.000
          0.612          0.792         -6.314         -5.152
          0.612          2.450          1.788          0.540
          0.612          0.094          0.683          1.855
          0.612          2.145          2.681          1.838
          0.612          0.245          2.019          0.174
          0.612          0.670          0.000          0.000
          0.614          0.792         -6.276         -5.149
          0.614          2.450          1.789          0.541
          0.614          0.094          0.683          1.856
          0.614          2.145          2.681          1.838
          0.614          0.245          2.019          0.174
          0.614          0.670          0.000          0.000
          0.618          0.793         -6.205         -5.144
          0.618          2.451          1.792          0.541
          0.618          0.094          0.684          1.857
          0.618          2.145          2.682          1.838
          0.618          0.245          2.019          0.174
          0.618          0.670          0.000          0.000
          0.620          0.793         -6.168         -5.141
          0.620          2.451          1.793          0.541
          0.620          0.094          0.684          1.857
          0.620          2.145          2.682          1.839
          0.620          0.245          2.019          0.174
          0.620          0.670          0.000          0.000
          0.623          0.793         -6.110         -5.136
          0.623          2.451          1.795          0.542
          0.623          0.094          0.684          1.858
          0.623          2.145          2.682          1.839
          0.623          0.245          2.019          0.174
          0.623          0.670          0.000          0.000
          0.626          0.794         -6.050         -5.131
          0.626          2.452          1.796          0.542
          0.626          0.094          0.684          1.859
          0.626          2.145          2.683          1.839
          0.626          0.245          2.019          0.174
          0.626          0.670          0.000          0.000
          0.629          0.794         -5.991         -5.126
          0.629          2.452          1.797          0.542
          0.629          0.094          0.685          1.859
          0.629          2.145          2.683          1.839
          0.629          0.245          2.019          0.174
          0.629          0.670          0.000          0.000
          0.633          0.794         -5.932         -5.121
          0.633          2.453          1.797          0.542
          0.633          0.094          0.685          1.860
          0.633          2.145          2.684          1.840
          0.633          0.245          2.019          0.174
          0.633          0.670          0.000          0.000
          0.636          0.795         -5.873         -5.116
          0.636          2.453          1.797          0.543
          0.636          0.094          0.685          1.861
          0.636          2.145          2.684          1.840
          0.636          0.245          2.019          0.174
          0.636          0.670          0.000          0.000
          0.639          0.795         -5.813         -5.110
          0.639          2.454          1.797          0.543
          0.639          0.094          0.686          1.862
          0.639          2.145          2.684          1.840
          0.639          0.245          2.019          0.174
          0.639          0.670          0.000          0.000
          0.642          0.795         -5.754         -5.104
          0.642          2.454          1.796          0.543
          0.642          0.094          0.686          1.863
          0.642          2.145          2.685          1.841
          0.642          0.245          2.019          0.174
          0.642          0.670          0.000          0.000
          0.646          0.796         -5.694         -5.098
          0.646          2.455          1.794          0.544
          0.646          0.094          0.686          1.863
          0.646          2.145          2.685          1.841
          0.646          0.245          2.019          0.174
          0.646          0.670          0.000          0.000
          0.649          0.796         -5.634         -5.092
          0.649          2.455          1.792          0.544
          0.649          0.094          0.687          1.864
          0.649          2.145          2.686          1.841
          0.649          0.245          2.019          0.174
          0.649          0.670          0.000          0.000
          0.652          0.796         -5.574         -5.086
          0.652          2.456          1.789          0.544
          0.652          0.094          0.687          1.865
          0.652          2.145          2.686          1.842
          0.652          0.245          2.020          0.174
          0.652          0.670          0.000          0.000
          0.656          0.797         -5.513         -5.079
          0.656          2.456          1.786          0.545
          0.656          0.094          0.687          1.866
          0.656          2.145          2.686          1.842
          0.656          0.245          2.020          0.174
          0.656          0.670          0.000          0.000
          0.659          0.797         -5.453         -5.072
          0.659          2.457          1.781          0.545
          0.659          0.094          0.688          1.867
          0.659          2.145          2.687          1.843
          0.659          0.245          2.020          0.174
          0.659          0.670          0.000          0.000
          0.663          0.798         -5.393         -5.065
          0.663          2.457          1.776          0.546
