      freq (eV)         Mostep         Lor-Dr      Bren-Borm
          0.785          0.245          2.022          0.174
          0.785          0.671          0.000          0.000
          0.790          0.813         -3.681         -4.743
          0.790          2.479          0.678          0.561
          0.790          0.095          0.702          1.903
          0.790          2.147          2.705          1.857
          0.790          0.245          2.022          0.174
          0.790          0.671          0.000          0.000
          0.795          0.814         -3.629         -4.727
          0.795          2.480          0.594          0.561
          0.795          0.095          0.702          1.905
          0.795          2.147          2.706          1.858
          0.795          0.245          2.022          0.174
          0.795          0.671          0.000          0.000
          0.800          0.815         -3.577         -4.712
          0.800          2.480          0.509          0.562
          0.800          0.095          0.703          1.906
          0.800          2.147          2.706          1.859
          0.800          0.245          2.022          0.174
          0.800          0.671          0.000          0.000
          0.805          0.815         -3.526         -4.696
          0.805          2.481          0.421          0.563
          0.805          0.095          0.704          1.908
          0.805          2.147          2.707          1.859
          0.805          0.245          2.022          0.174
          0.805          0.671          0.000          0.000
          0.810          0.816         -3.474         -4.680
          0.810          2.482          0.331          0.563
          0.810          0.095          0.704          1.909
          0.810          2.147          2.708          1.860
          0.810          0.245          2.022          0.174
          0.810          0.671          0.000          0.000
          0.816          0.817         -3.424         -4.664
          0.816          2.483          0.241          0.564
          0.816          0.095          0.705          1.911
          0.816          2.147          2.709          1.861
          0.816          0.245          2.022          0.174
          0.816          0.671          0.000          0.000
          0.821          0.818         -3.374         -4.647
          0.821          2.484          0.149          0.565
          0.821          0.095          0.706          1.913
          0.821          2.147          2.710          1.861
          0.821          0.245          2.022          0.174
          0.821          0.671          0.000          0.000
          0.827          0.818         -3.324         -4.630
          0.827          2.486          0.056          0.566
          0.827          0.095          0.706          1.915
          0.827          2.148          2.711          1.862
          0.827          0.245          2.022          0.174
          0.827          0.671          0.000          0.000
          0.832          0.819         -3.275         -4.613
          0.832          2.487         -0.035          0.566
          0.832          0.095          0.707          1.917
          0.832          2.148          2.711          1.863
          0.832          0.245          2.023          0.174
          0.832          0.671          0.000          0.000
          0.838          0.820         -3.227         -4.595
          0.838          2.488         -0.125          0.567
          0.838          0.095          0.708          1.918
          0.838          2.148          2.712          1.864
          0.838          0.245          2.023          0.174
          0.838          0.671          0.000          0.000
          0.843          0.821         -3.178         -4.577
          0.843          2.489         -0.215          0.568
          0.843          0.095          0.709          1.920
          0.843          2.148          2.713          1.864
          0.843          0.245          2.023          0.174
          0.843          0.671          0.000          0.000
          0.849          0.822         -3.130         -4.558
          0.849          2.490         -0.303          0.569
          0.849          0.095          0.709          1.922
          0.849          2.148          2.714          1.865
          0.849          0.245          2.023          0.174
          0.849          0.671          0.000          0.000
          0.855          0.823         -3.082         -4.539
          0.855          2.491         -0.388          0.570
          0.855          0.095          0.710          1.924
          0.855          2.148          2.715          1.866
          0.855          0.245          2.023          0.174
          0.855          0.671          0.000          0.000
          0.861          0.824         -3.035         -4.520
          0.861          2.492         -0.470          0.571
          0.861          0.095          0.711          1.926
          0.861          2.148          2.716          1.867
          0.861          0.245          2.023          0.174
          0.861          0.671          0.000          0.000
          0.867          0.825         -2.989         -4.500
          0.867          2.494         -0.548          0.571
          0.867          0.095          0.712          1.928
          0.867          2.148          2.717          1.868
          0.867          0.245          2.023          0.174
          0.867          0.671          0.000          0.000
          0.918          0.833         -2.630         -4.328
          0.918          2.504         -1.014          0.580
          0.918          0.095          0.719          1.947
          0.918          2.149          2.726          1.875
          0.918          0.245          2.024          0.174
          0.918          0.671          0.000          0.000
          0.925          0.834         -2.586         -4.304
          0.925          2.506         -1.050          0.581
          0.925          0.095          0.720          1.950
          0.925          2.149          2.727          1.876
          0.925          0.245          2.024          0.174
          0.925          0.671          0.000          0.000
          0.932          0.835         -2.544         -4.281
          0.932          2.507         -1.081          0.582
          0.932          0.095          0.721          1.952
          0.932          2.149          2.728          1.877
          0.932          0.245          2.024          0.174
          0.932          0.671          0.000          0.000
          0.939          0.836         -2.502         -4.256
          0.939          2.509         -1.107          0.583
          0.939          0.095          0.722          1.955
          0.939          2.149          2.730          1.878
          0.939          0.245          2.025          0.174
          0.939          0.671          0.000          0.000
          0.946          0.838         -2.461         -4.232
          0.946          2.511         -1.129          0.584
          0.946          0.095          0.723          1.958
          0.946          2.150          2.731          1.879
          0.946          0.245          2.025          0.174
          0.946          0.671          0.000          0.000
          0.954          0.839         -2.419         -4.206
          0.954          2.512         -1.146          0.586
          0.954          0.095          0.724          1.961
          0.954          2.150          2.732          1.881
          0.954          0.245          2.025          0.174
          0.954          0.671          0.000          0.000
          0.961          0.840         -2.378         -4.181
          0.961          2.514         -1.160          0.587
          0.961          0.096          0.726          1.964
          0.961          2.150          2.734          1.882
          0.961          0.245          2.025          0.174
          0.961          0.671          0.000          0.000
          0.969          0.841         -2.338         -4.155
          0.969          2.516         -1.169          0.588
          0.969          0.096          0.727          1.967
          0.969          2.150          2.735          1.883
          0.969          0.245          2.025          0.174
          0.969          0.671          0.000          0.000
          0.976          0.843         -2.297         -4.128
          0.976          2.517         -1.176          0.590
          0.976          0.096          0.728          1.970
          0.976          2.150          2.736          1.884
          0.976          0.245          2.025          0.174
          0.976          0.671          0.000          0.000
          0.984          0.844         -2.258         -4.101
          0.984          2.519         -1.179          0.591
          0.984          0.096          0.729          1.973
          0.984          2.150          2.738          1.885
          0.984          0.245          2.026          0.174
          0.984          0.671          0.000          0.000
          0.992          0.846         -2.219         -4.073
          0.992          2.521         -1.178          0.593
          0.992          0.096          0.730          1.976
          0.992          2.150          2.739          1.887
          0.992          0.246          2.026          0.174
          0.992          0.671          0.000          0.000
          1.000          0.847         -2.180         -4.045
          1.000          2.523         -1.176          0.594
          1.000          0.096          0.732          1.980
          1.000          2.150          2.741          1.888
          1.000          0.246          2.026          0.174
          1.000          0.671          0.000          0.000
          1.008          0.849         -2.142         -4.016
          1.008          2.525         -1.170          0.596
          1.008          0.096          0.733          1.983
          1.008          2.151          2.742          1.889
          1.008          0.246          2.026          0.174
          1.008          0.671          0.000          0.000
          1.016          0.850         -2.105         -3.988
          1.016          2.527         -1.163          0.597
          1.016          0.096          0.734          1.987
          1.016          2.151          2.744          1.891
          1.016          0.246          2.026          0.174
          1.016          0.671          0.000          0.000
          1.025          0.852         -2.065         -3.956
          1.025          2.529         -1.153          0.599
          1.025          0.096          0.736          1.991
          1.025          2.151          2.746          1.892
          1.025          0.246          2.026          0.174
          1.025          0.671          0.000          0.000
          1.033          0.853         -2.030         -3.928
          1.033          2.531         -1.142          0.601
          1.033          0.096          0.737          1.994
          1.033          2.151          2.747          1.894
          1.033          0.246          2.027          0.174
          1.033          0.671          0.000          0.000
          1.042          0.855         -1.992         -3.896
          1.042          2.533         -1.129          0.602
          1.042          0.096          0.739          1.998
          1.042          2.151          2.749          1.895
          1.042          0.246          2.027          0.174
          1.042          0.671          0.000          0.000
          1.051          0.857         -1.955         -3.864
          1.051          2.535         -1.114          0.604
          1.051          0.096          0.740          2.002
          1.051          2.151          2.751          1.897
          1.051          0.246          2.027          0.174
          1.051          0.671          0.000          0.000
          1.060          0.859         -1.919         -3.833
          1.060          2.538         -1.098          0.606
          1.060          0.096          0.742          2.006
          1.060          2.152          2.753          1.898
          1.060          0.246          2.027          0.174
          1.060          0.671          0.000          0.000
          1.069          0.861         -1.884         -3.801
          1.069          2.540         -1.082          0.608
          1.069          0.096          0.744          2.011
          1.069          2.152          2.755          1.900
          1.069          0.246          2.028          0.174
          1.069          0.671          0.000          0.000
          1.078          0.863         -1.850         -3.769
          1.078          2.542         -1.065          0.610
          1.078          0.096          0.745          2.015
          1.078          2.152          2.756          1.902
          1.078          0.246          2.028          0.174
          1.078          0.671          0.000          0.000
          1.088          0.865         -1.813         -3.734
          1.088          2.545         -1.046          0.612
          1.088          0.096          0.747          2.020
          1.088          2.152          2.759          1.904
          1.088          0.246          2.028          0.174
          1.088          0.671          0.000          0.000
          1.097          0.867         -1.781         -3.702
          1.097          2.547         -1.028          0.614
          1.097          0.096          0.749          2.024
          1.097          2.152          2.760          1.905
          1.097          0.246          2.028          0.174
          1.097          0.671          0.000          0.000
          1.107          0.869         -1.746         -3.667
          1.107          2.550         -1.009          0.617
          1.107          0.097          0.751          2.029
          1.107          2.152          2.763          1.907
          1.107          0.246          2.028          0.174
          1.107          0.671          0.000          0.000
          1.117          0.871         -1.712         -3.632
          1.117          2.553         -0.989          0.619
          1.117          0.097          0.753          2.034
          1.117          2.153          2.765          1.909
          1.117          0.246          2.029          0.174
          1.117          0.671          0.000          0.000
          1.127          0.873         -1.680         -3.596
          1.127          2.555         -0.969          0.621
          1.127          0.097          0.755          2.039
          1.127          2.153          2.767          1.911
          1.127          0.246          2.029          0.174
          1.127          0.671          0.000          0.000
          1.137          0.875         -1.648         -3.561
          1.137          2.558         -0.950          0.624
          1.137          0.097          0.757          2.044
          1.137          2.153          2.769          1.913
          1.137          0.246          2.029          0.174
          1.137          0.671          0.000          0.000
          1.148          0.878         -1.614         -3.523
          1.148          2.561         -0.928          0.626
          1.148          0.097          0.759          2.050
          1.148          2.153          2.771          1.915
          1.148          0.246          2.029          0.174
          1.148          0.671          0.000          0.000
          1.159          0.880         -1.581         -3.485
          1.159          2.564         -0.907          0.629
          1.159          0.097          0.761          2.055
          1.159          2.154          2.774          1.917
          1.159          0.246          2.030          0.174
          1.159          0.671          0.000          0.000
          1.170          0.883         -1.549         -3.447
          1.170          2.567         -0.887          0.632
          1.170          0.097          0.763          2.061
          1.170          2.154          2.776          1.919
          1.170          0.246          2.030          0.174
          1.170          0.671          0.000          0.000
          1.181          0.886         -1.518         -3.409
          1.181          2.570         -0.866          0.635
          1.181          0.097          0.766          2.067
          1.181          2.154          2.779          1.922
          1.181          0.246          2.030          0.174
          1.181          0.671          0.000          0.000
          1.192          0.888         -1.489         -3.371
          1.192          2.574         -0.847          0.638
          1.192          0.097          0.768          2.073
          1.192          2.154          2.781          1.924
          1.192          0.246          2.031          0.174
          1.192          0.671          0.000          0.000
          1.204          0.891         -1.457         -3.330
          1.204          2.577         -0.826          0.641
          1.204          0.097          0.770          2.080
          1.204          2.154          2.784          1.926
          1.204          0.246          2.031          0.174
          1.204          0.672          0.000          0.000
          1.216          0.894         -1.426         -3.289
          1.216          2.581         -0.805          0.644
          1.216          0.097          0.773          2.086
          1.216          2.155          2.787          1.929
          1.216          0.246          2.031          0.174
          1.216          0.672          0.000          0.000
          1.228          0.897         -1.397         -3.248
          1.228          2.584         -0.785          0.648
          1.228          0.097          0.776          2.093
          1.228          2.155          2.790          1.931
          1.228          0.246          2.032          0.174
          1.228          0.672          0.000          0.000
          1.240          0.900         -1.368         -3.208
          1.240          2.588         -0.766          0.651
          1.240          0.098          0.778          2.100
          1.240          2.155          2.792          1.934
          1.240          0.246          2.032          0.174
          1.240          0.672          0.000          0.000
          1.252          0.903         -1.340         -3.168
          1.252          2.592         -0.747          0.655
          1.252          0.098          0.781          2.107
          1.252          2.156          2.795          1.937
          1.252          0.246          2.032          0.174
          1.252          0.672          0.000          0.000
          1.265          0.907         -1.311         -3.124
          1.265          2.596         -0.728          0.659
          1.265          0.098          0.784          2.115
          1.265          2.156          2.798          1.940
          1.265          0.246          2.033          0.174
          1.265          0.672          0.000          0.000
          1.278          0.910         -1.282         -3.081
          1.278          2.600         -0.709          0.663
          1.278          0.098          0.787          2.123
          1.278          2.156          2.802          1.942
          1.278          0.246          2.033          0.174
          1.278          0.672          0.000          0.000
          1.291          0.914         -1.255         -3.039
          1.291          2.604         -0.691          0.667
          1.291          0.098          0.790          2.131
          1.291          2.156          2.805          1.945
          1.291          0.246          2.033          0.174
          1.291          0.672          0.000          0.000
          1.305          0.918         -1.227         -2.993
          1.305          2.608         -0.672          0.671
          1.305          0.098          0.794          2.139
          1.305          2.157          2.808          1.949
          1.305          0.246          2.034          0.174
          1.305          0.672          0.000          0.000
          1.319          0.922         -1.199         -2.948
          1.319          2.613         -0.653          0.676
          1.319          0.098          0.797          2.148
          1.319          2.157          2.812          1.952
          1.319          0.246          2.034          0.174
          1.319          0.672          0.000          0.000
          1.333          0.926         -1.173         -2.904
          1.333          2.618         -0.636          0.681
          1.333          0.098          0.801          2.157
          1.333          2.157          2.815          1.955
          1.333          0.246          2.035          0.174
          1.333          0.672          0.000          0.000
          1.348          0.930         -1.145         -2.856
          1.348          2.623         -0.618          0.686
          1.348          0.099          0.805          2.167
          1.348          2.158          2.819          1.959
          1.348          0.246          2.035          0.174
          1.348          0.672          0.000          0.000
          1.362          0.935         -1.120         -2.813
          1.362          2.627         -0.602          0.691
          1.362          0.099          0.808          2.177
          1.362          2.158          2.823          1.962
          1.362          0.246          2.036          0.174
          1.362          0.672          0.000          0.000
          1.378          0.939         -1.093         -2.763
          1.378          2.633         -0.584          0.697
          1.378          0.099          0.813          2.187
          1.378          2.158          2.827          1.966
          1.378          0.247          2.036          0.174
          1.378          0.672          0.000          0.000
          1.393          0.944         -1.068         -2.717
          1.393          2.638         -0.568          0.703
          1.393          0.099          0.817          2.198
          1.393          2.159          2.831          1.970
          1.393          0.247          2.036          0.174
          1.393          0.672          0.000          0.000
          1.409          0.949         -1.043         -2.669
          1.409          2.644         -0.551          0.710
          1.409          0.099          0.821          2.209
          1.409          2.159          2.835          1.974
          1.409          0.247          2.037          0.174
          1.409          0.672          0.000          0.000
          1.425          0.955         -1.018         -2.621
          1.425          2.649         -0.536          0.716
          1.425          0.099          0.826          2.220
          1.425          2.160          2.839          1.978
          1.425          0.247          2.037          0.174
          1.425          0.672          0.000          0.000
          1.442          0.960         -0.993         -2.571
          1.442          2.655         -0.520          0.724
          1.442          0.099          0.831          2.233
          1.442          2.160          2.844          1.983
          1.442          0.247          2.038          0.174
          1.442          0.672          0.000          0.000
          1.459          0.966         -0.969         -2.522
          1.459          2.662         -0.505          0.731
          1.459          0.100          0.836          2.245
          1.459          2.160          2.849          1.987
          1.459          0.247          2.039          0.174
          1.459          0.672          0.000          0.000
          1.476          0.972         -0.946         -2.474
          1.476          2.668         -0.490          0.739
          1.476          0.100          0.841          2.258
          1.476          2.161          2.853          1.992
          1.476          0.247          2.039          0.174
          1.476          0.672          0.000          0.000
          1.494          0.978         -0.922         -2.423
          1.494          2.675         -0.475          0.748
          1.494          0.100          0.846          2.272
          1.494          2.161          2.858          1.997
          1.494          0.247          2.040          0.174
          1.494          0.672          0.000          0.000
          1.512          0.985         -0.899         -2.374
          1.512          2.682         -0.461          0.757
          1.512          0.100          0.852          2.286
          1.512          2.162          2.864          2.002
          1.512          0.247          2.040          0.174
          1.512          0.673          0.000          0.000
          1.531          0.992         -0.876         -2.322
          1.531          2.689         -0.447          0.767
          1.531          0.100          0.858          2.301
          1.531          2.162          2.869          2.008
          1.531          0.247          2.041          0.174
          1.531          0.673          0.000          0.000
          1.550          0.999         -0.854         -2.272
          1.550          2.697         -0.434          0.777
          1.550          0.101          0.865          2.316
          1.550          2.163          2.874          2.013
          1.550          0.247          2.042          0.174
          1.550          0.673          0.000          0.000
          1.569          1.007         -0.832         -2.222
          1.569          2.704         -0.421          0.788
          1.569          0.101          0.871          2.331
          1.569          2.163          2.880          2.019
          1.569          0.247          2.042          0.175
          1.569          0.673          0.000          0.000
          1.590          1.015         -0.809         -2.168
          1.590          2.713         -0.407          0.800
          1.590          0.101          0.878          2.349
          1.590          2.164          2.886          2.025
          1.590          0.247          2.043          0.175
          1.590          0.673          0.000          0.000
          1.610          1.024         -0.788         -2.118
          1.610          2.721         -0.395          0.813
          1.610          0.101          0.885          2.366
          1.610          2.164          2.892          2.031
          1.610          0.247          2.044          0.175
          1.610          0.673          0.000          0.000
          1.631          1.033         -0.767         -2.067
          1.631          2.730         -0.382          0.827
          1.631          0.102          0.893          2.384
          1.631          2.165          2.899          2.038
          1.631          0.247          2.045          0.175
          1.631          0.673          0.000          0.000
          1.653          1.042         -0.746         -2.015
          1.653          2.739         -0.370          0.842
          1.653          0.102          0.901          2.403
          1.653          2.165          2.905          2.045
          1.653          0.247          2.045          0.175
          1.653          0.673          0.000          0.000
          1.675          1.052         -0.726         -1.963
          1.675          2.749         -0.359          0.858
          1.675          0.102          0.910          2.423
          1.675          2.166          2.912          2.052
          1.675          0.247          2.046          0.175
          1.675          0.673          0.000          0.000
          1.698          1.063         -0.706         -1.911
          1.698          2.759         -0.347          0.876
          1.698          0.102          0.919          2.444
          1.698          2.167          2.919          2.060
          1.698          0.248          2.047          0.175
          1.698          0.673          0.000          0.000
          1.722          1.074         -0.686         -1.858
          1.722          2.770         -0.335          0.895
          1.722          0.103          0.929          2.466
          1.722          2.167          2.927          2.068
          1.722          0.248          2.048          0.175
          1.722          0.673          0.000          0.000
          1.746          1.086         -0.666         -1.807
          1.746          2.781         -0.324          0.916
          1.746          0.103          0.939          2.489
          1.746          2.168          2.934          2.076
          1.746          0.248          2.049          0.175
          1.746          0.673          0.000          0.000
          1.771          1.099         -0.647         -1.755
          1.771          2.792         -0.314          0.939
          1.771          0.103          0.950          2.513
          1.771          2.169          2.942          2.085
          1.771          0.248          2.050          0.175
          1.771          0.674          0.000          0.000
          1.797          1.113         -0.628         -1.702
          1.797          2.805         -0.303          0.964
          1.797          0.104          0.961          2.538
          1.797          2.169          2.951          2.095
          1.797          0.248          2.051          0.175
          1.797          0.674          0.000          0.000
          1.823          1.127         -0.609         -1.652
          1.823          2.817         -0.293          0.991
          1.823          0.104          0.973          2.564
          1.823          2.170          2.959          2.104
          1.823          0.248          2.052          0.175
          1.823          0.674          0.000          0.000
          1.851          1.143         -0.590         -1.599
          1.851          2.831         -0.283          1.021
          1.851          0.104          0.986          2.592
          1.851          2.171          2.968          2.115
          1.851          0.248          2.053          0.175
          1.851          0.674          0.000          0.000
          1.879          1.159         -0.572         -1.548
          1.879          2.845         -0.273          1.053
          1.879          0.105          1.000          2.620
          1.879          2.172          2.978          2.126
          1.879          0.248          2.055          0.175
          1.879          0.674          0.000          0.000
          1.907          1.177         -0.555         -1.499
          1.907          2.859         -0.263          1.087
          1.907          0.105          1.014          2.649
          1.907          2.172          2.987          2.137
          1.907          0.248          2.056          0.175
          1.907          0.674          0.000          0.000
          1.937          1.196         -0.538         -1.449
          1.937          2.874         -0.254          1.126
          1.937          0.106          1.029          2.680
          1.937          2.173          2.997          2.149
          1.937          0.249          2.057          0.175
          1.937          0.674          0.000          0.000
          1.968          1.216         -0.520         -1.398
          1.968          2.891         -0.245          1.167
          1.968          0.106          1.046          2.713
          1.968          2.174          3.007          2.162
          1.968          0.249          2.058          0.175
          1.968          0.674          0.000          0.000
          2.000          1.238         -0.503         -1.349
          2.000          2.908         -0.236          1.212
          2.000          0.107          1.063          2.747
          2.000          2.175          3.018          2.175
          2.000          0.249          2.060          0.175
          2.000          0.675          0.000          0.000
          2.033          1.262         -0.487         -1.300
          2.033          2.926         -0.227          1.260
          2.033          0.107          1.082          2.782
          2.033          2.176          3.029          2.190
          2.033          0.249          2.061          0.175
          2.033          0.675          0.000          0.000
          2.066          1.287         -0.471         -1.253
          2.066          2.944         -0.219          1.309
          2.066          0.108          1.101          2.817
          2.066          2.177          3.040          2.205
          2.066          0.249          2.063          0.175
          2.066          0.675          0.000          0.000
          2.101          1.314         -0.455         -1.206
          2.101          2.964         -0.211          1.361
          2.101          0.108          1.122          2.854
          2.101          2.178          3.052          2.221
          2.101          0.249          2.065          0.175
          2.101          0.675          0.000          0.000
          2.138          1.344         -0.439         -1.159
          2.138          2.985         -0.203          1.415
          2.138          0.109          1.144          2.893
          2.138          2.179          3.065          2.238
          2.138          0.249          2.067          0.175
          2.138          0.675          0.000          0.000
          2.175          1.376         -0.424         -1.114
          2.175          3.007         -0.195          1.467
          2.175          0.110          1.167          2.932
          2.175          2.180          3.077          2.256
          2.175          0.250          2.068          0.175
          2.175          0.675          0.000          0.000
          2.214          1.411         -0.409         -1.069
          2.214          3.030         -0.187          1.518
          2.214          0.110          1.191          2.972
          2.214          2.181          3.090          2.275
          2.214          0.250          2.070          0.175
          2.214          0.676          0.000          0.000
          2.254          1.447         -0.394         -1.025
          2.254          3.054         -0.180          1.563
          2.254          0.111          1.215          3.013
          2.254          2.183          3.103          2.296
          2.254          0.250          2.072          0.175
          2.254          0.676          0.000          0.000
          2.296          1.488         -0.379         -0.982
          2.296          3.080         -0.173          1.600
          2.296          0.112          1.240          3.054
          2.296          2.184          3.116          2.318
          2.296          0.250          2.075          0.175
          2.296          0.676          0.000          0.000
          2.339          1.530         -0.365         -0.940
          2.339          3.107         -0.166          1.624
          2.339          0.113          1.263          3.094
          2.339          2.185          3.129          2.341
          2.339          0.250          2.077          0.175
          2.339          0.676          0.000          0.000
          2.384          1.575         -0.351         -0.900
          2.384          3.135         -0.159          1.628
          2.384          0.114          1.285          3.134
          2.384          2.187          3.143          2.366
          2.384          0.251          2.080          0.175
          2.384          0.677          0.000          0.000
          2.431          1.622         -0.338         -0.860
          2.431          3.165         -0.152          1.607
          2.431          0.115          1.302          3.172
          2.431          2.188          3.156          2.393
          2.431          0.251          2.082          0.175
          2.431          0.677          0.000          0.000
          2.480          1.669         -0.324         -0.821
          2.480          3.196         -0.146          1.553
          2.480          0.116          1.312          3.208
          2.480          2.189          3.169          2.421
          2.480          0.251          2.085          0.175
          2.480          0.677          0.000          0.000
          2.530          1.712         -0.311         -0.783
          2.530          3.227         -0.139          1.461
          2.530          0.117          1.310          3.240
          2.530          2.191          3.181          2.451
          2.530          0.251          2.088          0.175
          2.530          0.677          0.000          0.000
          2.583          1.748         -0.298         -0.747
          2.583          3.261         -0.133          1.320
          2.583          0.119          1.287          3.268
          2.583          2.192          3.192          2.484
          2.583          0.252          2.091          0.175
          2.583          0.678          0.000          0.000
          2.638          1.767         -0.286         -0.711
          2.638          3.295         -0.127          1.129
          2.638          0.120          1.233          3.289
          2.638          2.194          3.201          2.519
          2.638          0.252          2.095          0.176
          2.638          0.678          0.000          0.000
          2.695          1.754         -0.274         -0.677
          2.695          3.329         -0.122          0.887
          2.695          0.121          1.136          3.301
          2.695          2.195          3.209          2.556
          2.695          0.252          2.098          0.176
          2.695          0.679          0.000          0.000
          2.755          1.686         -0.262         -0.644
          2.755          3.363         -0.116          0.593
          2.755          0.123          0.979          3.303
          2.755          2.197          3.213          2.596
          2.755          0.253          2.102          0.176
          2.755          0.679          0.000          0.000
          2.818          1.527         -0.250         -0.612
          2.818          3.396         -0.110          0.257
          2.818          0.125          0.747          3.291
          2.818          2.199          3.213          2.639
          2.818          0.253          2.106          0.176
          2.818          0.679          0.000          0.000
          2.883          1.242         -0.239         -0.581
          2.883          3.426         -0.105         -0.098
          2.883          0.127          0.445          3.261
          2.883          2.200          3.208          2.684
          2.883          0.254          2.111          0.176
          2.883          0.680          0.000          0.000
          2.952          0.795         -0.228         -0.551
          2.952          3.451         -0.100         -0.458
          2.952          0.129          0.088          3.211
          2.952          2.202          3.196          2.733
          2.952          0.254          2.116          0.176
          2.952          0.680          0.000          0.000
          3.024          0.217         -0.217         -0.523
          3.024          3.469         -0.095         -0.789
          3.024          0.132         -0.271          3.134
          3.024          2.204          3.173          2.784
          3.024          0.255          2.121          0.176
          3.024          0.681          0.000          0.000
          3.100         -0.396         -0.206         -0.495
          3.100          3.474         -0.090         -1.066
          3.100          0.135         -0.582          3.027
          3.100          2.205          3.137          2.839
          3.100          0.255          2.127          0.176
          3.100          0.681          0.000          0.000
          3.179         -0.900         -0.196         -0.468
          3.179          3.462         -0.085         -1.260
          3.179          0.138         -0.802          2.884
          3.179          2.206          3.085          2.896
          3.179          0.256          2.133          0.176
          3.179          0.682          0.000          0.000
          3.263         -1.223         -0.186         -0.442
          3.263          3.422         -0.081         -1.362
          3.263          0.141         -0.929          2.698
          3.263          2.208          3.009          2.956
          3.263          0.256          2.139          0.176
          3.263          0.683          0.000          0.000
          3.351         -1.362         -0.176         -0.418
          3.351          3.342         -0.076         -1.368
          3.351          0.145         -0.976          2.466
          3.351          2.209          2.905          3.018
          3.351          0.257          2.147          0.177
          3.351          0.683          0.000          0.000
          3.444         -1.373         -0.167         -0.394
          3.444          3.206         -0.072         -1.293
          3.444          0.150         -0.966          2.182
          3.444          2.210          2.763          3.082
          3.444          0.258          2.155          0.177
          3.444          0.684          0.000          0.000
          3.542         -1.309         -0.157         -0.371
          3.542          2.992         -0.068         -1.163
          3.542          0.155         -0.922          1.842
          3.542          2.210          2.575          3.145
          3.542          0.258          2.163          0.177
          3.542          0.685          0.000          0.000
          3.647         -1.208         -0.148         -0.348
          3.647          2.670         -0.064         -1.006
          3.647          0.162         -0.860          1.441
          3.647          2.210          2.327          3.206
          3.647          0.259          2.173          0.177
          3.647          0.686          0.000          0.000
          3.757         -1.097         -0.140         -0.327
          3.757          2.223         -0.060         -0.851
          3.757          0.169         -0.791          0.989
          3.757          2.209          2.015          3.263
          3.757          0.260          2.183          0.177
          3.757          0.687          0.000          0.000
          3.874         -0.987         -0.131         -0.307
          3.874          1.632         -0.056         -0.714
          3.874          0.177         -0.721          0.489
          3.874          2.207          1.630          3.311
          3.874          0.261          2.195          0.177
          3.874          0.688          0.000          0.000
          3.999         -0.883         -0.123         -0.287
          3.999          0.907         -0.053         -0.600
          3.999          0.188         -0.653         -0.049
          3.999          2.204          1.172          3.345
          3.999          0.262          2.208          0.178
          3.999          0.689          0.000          0.000
          4.133         -0.787         -0.115         -0.268
          4.133          0.100         -0.049         -0.509
          4.133          0.200         -0.589         -0.603
          4.133          2.199          0.653          3.359
          4.133          0.264          2.222          0.178
          4.133          0.691          0.000          0.000
          4.201         -0.744         -0.112         -0.259
          4.201         -0.291         -0.048         -0.472
          4.201          0.207         -0.560         -0.869
          4.201          2.196          0.388          3.355
          4.201          0.264          2.230          0.178
          4.201          0.691          0.000          0.000
          4.301         -0.687         -0.106         -0.247
          4.301         -0.815         -0.045         -0.427
          4.301          0.218         -0.520         -1.230
          4.301          2.191          0.011          3.335
