      freq (eV)        Lorentz     Gen_Plasma      Bren_Borm    Marachevsky          Drude
          3.444         -0.508         -0.694         -0.534          0.963         -5.829
          3.542         -0.345         -0.464         -0.370          0.925         -5.456
          3.647         -0.229         -0.311         -0.246          0.873         -5.090
          3.757         -0.180         -0.288         -0.193          0.812         -4.738
          3.874         -0.210         -0.418         -0.222          0.748         -4.397
          3.999         -0.322         -0.697         -0.334          0.683         -4.065
          4.133         -0.504         -1.075         -0.515          0.620         -3.742
          4.201         -0.610         -1.266         -0.621          0.592         -3.590
          4.301         -0.767         -1.514         -0.781          0.555         -3.379
          4.400         -0.914         -1.698         -0.937          0.523         -3.184
          4.501         -1.042         -1.812         -1.087          0.496         -2.998
          4.601         -1.139         -1.851         -1.222          0.474         -2.826
          4.701         -1.202         -1.826         -1.339          0.455         -2.665
          4.801         -1.232         -1.752         -1.440          0.441         -2.514
          4.901         -1.229         -1.644         -1.525          0.429         -2.372
          5.000         -1.197         -1.522         -1.597          0.421         -2.240
          5.101         -1.140         -1.399         -1.661          0.415         -2.113
          5.202         -1.062         -1.293         -1.720          0.412         -1.993
          5.302         -0.968         -1.212         -1.778          0.410         -1.881
          5.401         -0.863         -1.149         -1.839          0.410         -1.777
          5.502         -0.747         -1.084         -1.906          0.412         -1.676
          5.601         -0.626         -1.003         -1.981          0.415         -1.582
          5.701         -0.501         -0.901         -2.066          0.419         -1.492
          5.800         -0.374         -0.786         -2.159          0.424         -1.408
          5.902         -0.242         -0.662         -2.264          0.429         -1.325
          6.002         -0.113         -0.541         -2.375          0.436         -1.248
          6.200          0.139         -0.321         -2.607          0.449         -1.107
          6.359          0.336         -0.171         -2.794          0.461         -1.003
          6.527          0.539         -0.039         -2.977          0.475         -0.901
          6.703          0.743          0.070         -3.139          0.489         -0.803
          6.889          0.951          0.154         -3.264          0.505         -0.707
          7.086          1.163          0.213         -3.335          0.521         -0.613
          7.294          1.377          0.245         -3.337          0.538         -0.522
          7.516          1.598          0.252         -3.259          0.556         -0.434
          7.750          1.824          0.237         -3.101          0.575         -0.349
          8.000          2.059          0.202         -2.868          0.594         -0.266
          8.267          2.305          0.153         -2.573          0.613         -0.185
          8.552          2.566          0.099         -2.239          0.632         -0.108
          8.858          2.849          0.047         -1.889          0.652         -0.032
          8.921          2.908          0.038         -1.820          0.656         -0.018
          8.986          2.969          0.030         -1.750          0.660         -0.003
          9.052          3.032          0.022         -1.681          0.664          0.011
          9.118          3.095          0.014         -1.613          0.668          0.026
          9.186          3.160          0.008         -1.546          0.672          0.040
          9.254          3.227          0.002         -1.480          0.676          0.054
          9.324          3.295         -0.003         -1.414          0.680          0.068
          9.394          3.365         -0.007         -1.351          0.683          0.082
          9.466          3.437         -0.009         -1.288          0.687          0.096
          9.539          3.512         -0.011         -1.226          0.691          0.110
          9.613          3.588         -0.012         -1.166          0.695          0.123
          9.688          3.667         -0.012         -1.108          0.699          0.137
          9.764          3.748         -0.011         -1.051          0.703          0.150
          9.842          3.832         -0.009         -0.995          0.707          0.164
          9.920          3.918         -0.005         -0.941          0.711          0.177
         10.000          4.008         -0.001         -0.888          0.715          0.190
         10.080          4.100          0.005         -0.837          0.719          0.203
         10.160          4.194          0.011         -0.789          0.722          0.215
         10.250          4.301          0.020         -0.736          0.727          0.229
         10.330          4.399          0.028         -0.692          0.730          0.241
         10.420          4.512          0.038         -0.644          0.734          0.254
         10.510          4.628          0.049         -0.599          0.738          0.267
         10.600          4.747          0.061         -0.555          0.742          0.279
         10.690          4.868          0.073         -0.513          0.746          0.291
         10.780          4.992          0.086         -0.473          0.749          0.303
         10.880          5.134          0.101         -0.431          0.753          0.316
         10.970          5.264          0.115         -0.394          0.757          0.327
         11.070          5.412          0.130         -0.355          0.761          0.339
         11.170          5.562          0.145         -0.317          0.765          0.351
         11.270          5.714          0.161         -0.282          0.768          0.362
         11.380          5.883          0.178         -0.244          0.772          0.375
         11.480          6.034          0.193         -0.211          0.776          0.385
         11.590          6.198          0.209         -0.176          0.780          0.397
         11.700          6.354          0.225         -0.142          0.783          0.408
         11.810          6.497          0.240         -0.110          0.787          0.419
         11.920          6.621          0.254         -0.079          0.790          0.430
         12.040          6.722          0.268         -0.046          0.794          0.441
         12.160          6.772          0.282         -0.015          0.798          0.452
         12.280          6.751          0.294          0.015          0.801          0.463
         12.400          6.634          0.306          0.044          0.805          0.473
         12.530          6.364          0.317          0.074          0.808          0.484
         12.650          5.949          0.326          0.101          0.812          0.494
         12.780          5.286          0.335          0.129          0.815          0.504
         12.920          4.302          0.343          0.158          0.819          0.515
         13.050          3.150          0.350          0.184          0.822          0.524
         13.190          1.716          0.357          0.211          0.826          0.534
         13.330          0.197          0.364          0.237          0.829          0.544
         13.480         -1.364          0.372          0.264          0.833          0.554
         13.630         -2.708          0.380          0.290          0.836          0.564
         13.780         -3.750          0.388          0.315          0.839          0.573
         13.930         -4.474          0.398          0.339          0.842          0.583
         14.090         -4.937          0.410          0.364          0.846          0.592
         14.250         -5.150          0.423          0.388          0.849          0.601
         14.420         -5.183          0.438          0.413          0.852          0.610
         14.590         -5.085          0.455          0.436          0.855          0.619
         14.760         -4.910          0.474          0.459          0.859          0.628
         14.940         -4.679          0.496          0.483          0.862          0.637
         15.120         -4.427          0.519          0.505          0.865          0.646
         15.310         -4.156          0.545          0.528          0.868          0.654
         15.500         -3.891          0.572          0.551          0.871          0.663
         15.700         -3.625          0.600          0.574          0.874          0.671
         15.900         -3.376          0.629          0.596          0.877          0.680
         16.100         -3.144          0.657          0.617          0.880          0.688
         16.320         -2.908          0.688          0.640          0.883          0.696
         16.530         -2.702          0.716          0.661          0.886          0.704
         16.760         -2.495          0.744          0.684          0.889          0.712
         16.990         -2.306          0.770          0.706          0.892          0.719
         17.220         -2.133          0.793          0.727          0.894          0.727
         17.470         -1.961          0.813          0.750          0.897          0.735
         17.720         -1.805          0.828          0.772          0.900          0.742
         17.970         -1.662          0.838          0.794          0.903          0.749
         18.240         -1.521          0.840          0.818          0.905          0.757
         18.510         -1.393          0.835          0.841          0.908          0.764
         18.790         -1.271          0.820          0.865          0.911          0.771
         19.080         -1.155          0.794          0.890          0.913          0.778
         19.380         -1.046          0.756          0.915          0.916          0.784
         19.680         -0.946          0.706          0.941          0.918          0.791
         20.000         -0.848          0.640          0.970          0.921          0.798
         20.330         -0.755          0.561          1.000          0.923          0.804
         20.670         -0.668          0.470          1.033          0.926          0.810
         21.020         -0.585          0.371          1.068          0.928          0.817
         21.380         -0.507          0.268          1.108          0.930          0.823
         21.760         -0.432          0.163          1.154          0.933          0.829
         22.140         -0.362          0.066          1.205          0.935          0.835
         22.550         -0.293         -0.023          1.267          0.937          0.841
         22.960         -0.230         -0.096          1.339          0.939          0.846
         23.400         -0.168         -0.153          1.425          0.942          0.852
         23.850         -0.109         -0.190          1.521          0.944          0.858
         24.310         -0.054         -0.210          1.621          0.946          0.863
         24.800         -0.000         -0.214          1.714          0.948          0.868
         25.310          0.051         -0.204          1.774          0.950          0.874
         25.830          0.099         -0.182          1.765          0.952          0.879
         26.010          0.115         -0.172          1.740          0.953          0.880
         26.380          0.146         -0.151          1.651          0.954          0.884
         27.000          0.194         -0.109          1.382          0.956          0.889
         28.000          0.263         -0.037          0.738          0.959          0.897
         29.010          0.324          0.037          0.143          0.962          0.904
         29.500          0.350          0.072         -0.027          0.963          0.907
         30.000          0.376          0.106         -0.106          0.964          0.910
         30.510          0.400          0.139         -0.101          0.965          0.913
         31.010          0.423          0.171         -0.037          0.966          0.916
         32.010          0.464          0.230          0.159          0.968          0.921
         33.010          0.500          0.283          0.338          0.970          0.926
         34.010          0.533          0.332          0.462          0.972          0.930
         35.010          0.563          0.376          0.545          0.974          0.934
         36.010          0.590          0.415          0.603          0.975          0.938
         37.010          0.614          0.452          0.647          0.976          0.941
         38.000          0.636          0.484          0.682          0.978          0.944
         39.010          0.656          0.514          0.711          0.979          0.947
         40.010          0.675          0.541          0.734          0.980          0.949
         41.010          0.692          0.566          0.755          0.981          0.952
         42.010          0.708          0.589          0.772          0.982          0.954
         43.010          0.722          0.611          0.788          0.982          0.956
         44.000          0.735          0.630          0.801          0.983          0.958
         45.010          0.748          0.648          0.814          0.984          0.960
         46.010          0.760          0.665          0.824          0.985          0.962
         47.010          0.770          0.680          0.834          0.985          0.963
         48.010          0.780          0.695          0.843          0.986          0.965
         49.010          0.790          0.708          0.851          0.986          0.966
         50.000          0.799          0.721          0.859          0.987          0.968
         52.020          0.815          0.744          0.872          0.988          0.970
         54.010          0.829          0.764          0.883          0.989          0.972
         56.010          0.841          0.781          0.893          0.990          0.974
         58.000          0.852          0.797          0.901          0.990          0.976
         60.020          0.863          0.811          0.909          0.991          0.978
         62.000          0.872          0.824          0.915          0.992          0.979
         64.020          0.880          0.835          0.921          0.992          0.980
         66.030          0.887          0.846          0.927          0.993          0.981
         68.020          0.894          0.855          0.931          0.993          0.982
         70.020          0.900          0.864          0.936          0.993          0.983
         72.010          0.906          0.871          0.939          0.994          0.984
         74.030          0.911          0.879          0.943          0.994          0.985
         76.030          0.916          0.885          0.946          0.994          0.986
         78.040          0.920          0.891          0.949          0.995          0.987
         80.000          0.924          0.897          0.952          0.995          0.987
         82.010          0.928          0.902          0.954          0.995          0.988
         83.000          0.929          0.904          0.955          0.995          0.988
         83.510          0.930          0.905          0.956          0.995          0.988
         84.010          0.931          0.906          0.957          0.995          0.989
         84.530          0.932          0.908          0.957          0.995          0.989
         84.990          0.933          0.909          0.958          0.995          0.989
         86.000          0.934          0.911          0.959          0.996          0.989
         87.020          0.936          0.913          0.960          0.996          0.989
         87.510          0.937          0.914          0.960          0.996          0.989
         88.010          0.937          0.915          0.961          0.996          0.990
        100.000          0.952          0.935          0.970          0.997          0.992
        105.000          0.956          0.941          0.973          0.997          0.993
        110.000          0.960          0.946          0.975          0.997          0.993
        120.000          0.967          0.955          0.979          0.998          0.994
        150.000          0.979          0.971          0.987          0.999          0.996
        180.000          0.985          0.980          0.991          0.999          0.998
        200.000          0.988          0.984          0.993          0.999          0.998
        220.000          0.990          0.987          0.994          0.999          0.998
        260.000          0.993          0.990          0.996          1.000          0.999
        300.000          0.995          0.993          0.997          1.000          0.999
        395.400          0.997          0.996          0.998          1.000          0.999
        452.200          0.998          0.997          0.999          1.000          1.000
        500.400          0.998          0.997          0.999          1.000          1.000
        525.000          0.998          0.998          0.999          1.000          1.000
        573.000          0.999          0.998          0.999          1.000          1.000
        637.600          0.999          0.998          0.999          1.000          1.000
        705.000          0.999          0.999          0.999          1.000          1.000
        776.500          0.999          0.999          1.000          1.000          1.000
        851.700          0.999          0.999          1.000          1.000          1.000
        929.600          0.999          0.999          1.000          1.000          1.000
       1012.000          1.000          0.999          1.000          1.000          1.000
       1188.000          1.000          1.000          1.000          1.000          1.000
       1254.000          1.000          1.000          1.000          1.000          1.000
       1487.000          1.000          1.000          1.000          1.000          1.000
       1550.000          1.000          1.000          1.000          1.000          1.000
       1772.000          1.000          1.000          1.000          1.000          1.000
       2067.000          1.000          1.000          1.000          1.000          1.000
       2480.000          1.000          1.000          1.000          1.000          1.000
       3100.000          1.000          1.000          1.000          1.000          1.000
       3543.000          1.000          1.000          1.000          1.000          1.000
       4134.000          1.000          1.000          1.000          1.000          1.000
       4960.000          1.000          1.000          1.000          1.000          1.000
       6200.000          1.000          1.000          1.000          1.000          1.000
       7086.000          1.000          1.000          1.000          1.000          1.000
       8267.000          1.000          1.000          1.000          1.000          1.000
       8552.000          1.000          1.000          1.000          1.000          1.000
       9186.000          1.000          1.000          1.000          1.000          1.000
       9920.000          1.000          1.000          1.000          1.000          1.000
